"OTU"	"Deng_Y_2012"	"Raut_S_2018_1"	"Raut_S_2018_2"	"Raut_S_2018_3"	"Xia_W_2017"	"Yang_S_2019"	"Freq"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"Otu1036"	NA	0.141969096410509	-0.0923118007819606	-0.380812091939618	NA	NA	3	-0.33115479631107	-0.11038493210369	-1
"Otu1038"	NA	-1.11173346928613	2.05098119385818	-0.99082225628639	NA	NA	3	-0.0515745317143401	-0.0171915105714467	-1
"Otu104"	-0.476743524409063	1.40063061124235	-0.869326435692118	NA	NA	NA	3	0.0545606511411691	0.0181868837137231	1
"Otu1047"	NA	-0.503423476570089	1.47081390108853	-1.03956074094997	NA	NA	3	-0.0721703164315292	-0.0240567721438431	-1
"Otu1049"	NA	-1.58423359069873	-2.0911629911907	0.835117115526775	NA	NA	3	-2.84027946636265	-0.946759822120885	-1
"Otu10498"	NA	0.953541281528299	0.10768303667649	0.113124154118085	NA	NA	3	1.17434847232287	0.391449490774291	1
"Otu105"	0.910789000061784	-0.81795152445735	0.482826280925157	0.232874963693837	NA	NA	4	0.808538720223428	0.202134680055857	1
"Otu1051"	NA	-0.830120485027914	-0.637142747241238	-0.712637847512134	NA	-0.800018470035057	4	-2.97991954981634	-0.744979887454086	-1
"Otu1056"	NA	0.865499943582797	-0.813323889490994	-3.00309039922677	NA	NA	3	-2.95091434513497	-0.983638115044989	-1
"Otu10579"	0.427464383930472	NA	-0.743534974604472	NA	NA	0.938497518514221	3	0.622426927840221	0.207475642613407	1
"Otu106"	-0.148157551555877	0.60821387590667	0.606091345144542	-0.154470699987046	-0.150343640590712	0.048303665239826	6	0.809636994157403	0.134939499026234	1
"Otu1061"	NA	NA	NA	2.69751043751636	1.22698149894455	0.969749849691925	3	4.89424178615283	1.63141392871761	1
"Otu1063"	NA	-0.804843356153585	-0.188578101384911	0.293619417796728	NA	NA	3	-0.699802039741768	-0.233267346580589	-1
"Otu10630"	NA	-1.77185401573425	-0.548961412864952	-2.53418608218584	NA	NA	3	-4.85500151078504	-1.61833383692835	-1
"Otu10634"	NA	-0.973481172940903	0.0795585350692705	-1.58660427887967	NA	NA	3	-2.4805269167513	-0.826842305583767	-1
"Otu1065"	NA	0.114747782031814	-0.130242919572659	1.17117823660748	NA	NA	3	1.15568309906664	0.385227699688878	1
"Otu10690"	-1.2409609799113	0.820747703953651	NA	NA	2.0273121310143	NA	3	1.60709885505665	0.535699618352217	1
"Otu107"	0.446031542459312	0.514363623257237	1.5713510919148	0.021355073430889	0.113228492479805	0.0756295276228443	6	2.74195935116489	0.456993225194148	1
"Otu1070"	-0.356450719171477	-0.590612520126823	0.595927763008246	-0.0418501325768233	NA	0.394708795873069	5	0.00172318700619172	0.000344637401238344	1
"Otu1071"	-0.560309471484667	-0.349496071384581	NA	NA	0.744601222760898	-0.775576580365466	4	-0.940780900473816	-0.235195225118454	-1
"Otu1072"	-0.617437622860408	-0.093571260007796	0.92372630662788	-0.36586157028031	0.159020123485833	-0.703527072606277	6	-0.697651095641078	-0.116275182606846	-1
"Otu1073"	NA	0.792173278165623	-0.757712461631376	-0.407997879697739	-0.722592388824576	-1.40340982845871	5	-2.49953928044678	-0.499907856089356	-1
"Otu10738"	NA	-0.283075128978907	0.297766753988484	0.712690271382938	NA	NA	3	0.727381896392515	0.242460632130838	1
