"OTU"	"Che_R_2018"	"DeAngelis_M_2015_1"	"DeAngelis_M_2015_2"	"DeAngelis_M_2015_3"	"Waghmode_R_2018"	"Zhang_K_2016"	"Freq"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"Otu1103"	NA	1.05247853342878	-2.69535270281466	-4.13114956814052	NA	NA	3	-5.7740237375264	-1.92467457917547	-1
"Otu1106"	0.105400912544821	NA	NA	NA	-0.696329843289609	0.59915075639614	3	0.008221825651352	0.00274060855045067	1
"Otu1107"	0.77287097863486	0.823078340592138	-0.0310589677908608	0.884909814785963	NA	0.358666549781698	5	2.8084667160038	0.56169334320076	1
"Otu1108"	-0.973774271113757	NA	NA	NA	0.794227420210358	0.573601809618416	3	0.394054958715017	0.131351652905006	1
"Otu111"	-0.177180145765716	NA	1.74709398567266	-0.0268637335592388	-0.761236421792085	0.576766489316948	5	1.35858017387257	0.271716034774514	1
"Otu1112"	NA	0.0135096268856795	0.710849510651906	0.491799076831174	NA	NA	3	1.21615821436876	0.405386071456253	1
"Otu1113"	1.08478025666432	NA	NA	NA	0.954080302121686	1.12004767946545	3	3.15890823825146	1.05296941275049	1
"Otu1114"	-0.24428053277396	2.11724591800962	0.594352727528896	-1.81442682095467	-0.0849578751105607	0.573601809618416	6	1.14153522631774	0.190255871052957	1
"Otu1116"	0.769560657566837	NA	NA	NA	1.48961138349567	-0.188590670308787	3	2.07058137075372	0.69019379025124	1
"Otu1118"	0.298355702836795	NA	NA	NA	-1.43187392557924	0.98004419475418	3	-0.153474027988265	-0.0511580093294217	-1
"Otu1120"	NA	0.111805518965759	0.0286728056905621	0.318802741481191	NA	NA	3	0.459281066137512	0.153093688712504	1
"Otu1126"	NA	-2.28960998616776	1.14641285804717	-1.20527585880393	NA	NA	3	-2.34847298692452	-0.78282432897484	-1
"Otu113"	-0.675283619410999	NA	NA	NA	0.299357162432128	0.152955392689653	3	-0.222971064289218	-0.074323688096406	-1
"Otu1130"	NA	-2.88155007907026	-3.47513977581288	-0.997916806490731	NA	NA	3	-7.35460666137387	-2.45153555379129	-1
"Otu1132"	0.485499104244905	-0.0805862698810045	1.24547225036983	0.136594598366879	NA	NA	4	1.78697968310061	0.446744920775152	1
"Otu1133"	NA	-0.575524013125346	2.44607091884943	-1.72626455416682	NA	NA	3	0.144282351557264	0.0480941171857547	1
"Otu1134"	0.584502816299936	NA	NA	NA	1.56337908511657	0.100686438192834	3	2.24856833960934	0.74952277986978	1
"Otu1137"	0.160810378100394	-2.40787510940998	NA	0.541315118536469	NA	0.364182942509076	4	-1.34156667026404	-0.33539166756601	-1
"Otu1138"	-1.14070303850324	NA	NA	NA	0.150098992493279	0.258924383209357	3	-0.731679662800604	-0.243893220933535	-1
"Otu1139"	0.409309349755552	NA	NA	NA	0.281289348650302	-0.529717666145398	3	0.160881032260456	0.0536270107534853	1
"Otu114"	-0.382199467242973	NA	NA	NA	-0.79818483716303	-0.0980938695138932	3	-1.2784781739199	-0.426159391306632	-1
"Otu1141"	-0.774400773419978	NA	NA	NA	0.328529382086134	0.656046247946306	3	0.210174856612462	0.0700582855374873	1
"Otu1142"	0.697344461409258	NA	NA	NA	-0.579040491039875	0.570046282126267	3	0.68835025249565	0.229450084165217	1
"Otu1145"	0.0823827295709929	NA	NA	NA	0.522188778706628	-0.333125869100881	3	0.27144563917674	0.09048187972558	1
"Otu1147"	-1.25453460815109	NA	NA	NA	0.0131718949131755	-1.15952357975737	3	-2.40088629299528	-0.800295430998428	-1
"Otu1149"	-1.51370696866676	2.63216350418424	2.68304919595226	1.46099187121041	NA	-2.51449809575929	5	2.74799950692086	0.549599901384172	1
"Otu115"	0.133233381215511	NA	NA	NA	0.364440189289405	-0.455972345072558	3	0.041701225432358	0.0139004084774527	1
"Otu1154"	-0.295926636247893	NA	NA	NA	-0.204191691939366	0.187008343014121	3	-0.313109985173138	-0.104369995057713	-1
"Otu1155"	-0.602104787851292	NA	NA	NA	1.14975188971256	-0.428184342133668	3	0.1194627597276	0.0398209199092	1
"Otu1158"	NA	1.87866017825196	-0.95697136748701	1.61055835806043	NA	NA	3	2.53224716882538	0.84408238960846	1
"Otu116"	0.196491727440686	NA	NA	NA	-0.981278724734707	0.0233931402803153	3	-0.761393857013706	-0.253797952337902	-1
"Otu1162"	-1.69508275527025	NA	NA	NA	-0.0239987625129801	1.84570334077966	3	0.12662182299643	0.0422072743321432	1
