"OTU"	"Che_R_2018"	"DeAngelis_M_2015_1"	"DeAngelis_M_2015_2"	"DeAngelis_M_2015_3"	"Waghmode_R_2018"	"Zhang_K_2016"	"Freq"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"Otu1164"	1.24354707184047	NA	NA	NA	0.77907303913588	-0.733733355093227	3	1.28888675588312	0.429628918627708	1
"Otu117"	0.285008665523367	NA	NA	NA	1.48080952086951	0.573601809618416	3	2.33941999601129	0.779806665337098	1
"Otu1170"	0.422064052419353	-1.47052258690681	0.524442206957555	-0.516690104317052	NA	NA	4	-1.04070643184695	-0.260176607961738	-1
"Otu1171"	-1.76184538453672	NA	NA	1.75537525656075	NA	0.553394394699928	3	0.546924266723958	0.182308088907986	1
"Otu1175"	0.668915349179068	1.46308069941736	0.804053157373061	-1.8597202552593	NA	-0.414992960102628	5	0.661335990607561	0.132267198121512	1
"Otu1176"	-0.395688734766852	NA	NA	NA	0.60091359236498	0.129948738482063	3	0.335173596080191	0.11172453202673	1
"Otu1177"	NA	3.00154982592697	0.269152040963651	-5.38839709565931	NA	NA	3	-2.11769522876869	-0.705898409589563	-1
"Otu118"	-0.457815657520178	NA	NA	NA	0.364589627486102	-0.311176292280029	3	-0.404402322314105	-0.134800774104702	-1
"Otu1180"	0.0654017610159322	1.70211408616332	-0.236745714280052	NA	NA	0.59915075639614	4	2.12992088929534	0.532480222323835	1
"Otu1186"	NA	-1.33756414134786	0.151917288775311	-1.68083266049349	NA	NA	3	-2.86647951306604	-0.955493171022013	-1
"Otu1188"	1.25335537280734	NA	NA	NA	1.97824742930107	-1.01791701711967	3	2.21368578498874	0.737895261662913	1
"Otu119"	-0.5231707626901	NA	NA	NA	0.226038503749076	-0.51764173085766	3	-0.814773989798684	-0.271591329932895	-1
"Otu1191"	0.421270756860002	NA	NA	NA	0.570879184811617	0.108733157402437	3	1.10088309907406	0.366961033024685	1
"Otu1195"	0.958721731447356	0.342498584417792	NA	-2.27900160449953	NA	0.655644032689189	4	-0.322137255945193	-0.0805343139862983	-1
"Otu1197"	0.564573497772059	NA	NA	NA	0.874879112036083	1.21851215783942	3	2.65796476764756	0.885988255882521	1
"Otu1199"	0.948044728782198	NA	3.51131099842904	NA	1.99163320058295	-0.93503099502552	4	5.51595793276867	1.37898948319217	1
"Otu12"	NA	0.323851962038622	-0.632691928590403	-0.0782254288048004	NA	NA	3	-0.387065395356581	-0.129021798452194	-1
"Otu120"	0.0577982874165201	NA	NA	NA	0.948362465936958	0.478451502943832	3	1.48461225629731	0.494870752099103	1
"Otu1201"	0.343131558308779	0.563461427635029	1.5137294371902	-2.01307822970616	-0.265907121318981	0.58670676913412	6	0.728043841242987	0.121340640207165	1
"Otu1202"	0.677396642277925	NA	NA	NA	-2.03979556515195	1.50728300636257	3	0.144884083488545	0.0482946944961817	1
"Otu1206"	NA	-3.17041337362822	-0.251378239715655	0.0719025043880625	NA	NA	3	-3.34988910895581	-1.11662970298527	-1
"Otu1208"	0.387481717225809	NA	-0.343776963839911	NA	NA	-0.965509942054441	3	-0.921805188668543	-0.307268396222848	-1
"Otu121"	-0.0316313302226699	NA	NA	NA	0.0392926378848281	-0.738729649977926	3	-0.731068342315768	-0.243689447438589	-1
"Otu1211"	-1.79284255159893	NA	NA	NA	-0.412740753970426	-2.15114455673907	3	-4.35672786230843	-1.45224262076948	-1
"Otu1212"	NA	1.40856870174477	-0.426422235854846	0.834748297670718	NA	NA	3	1.81689476356064	0.605631587853547	1
"Otu1217"	-0.168547094349952	NA	NA	NA	-0.0782001646286341	-0.636813925648442	3	-0.883561184627028	-0.294520394875676	-1
"Otu1219"	0.380187330217997	NA	NA	NA	-0.68760605309366	-0.470259416685688	3	-0.777678139561351	-0.25922604652045	-1
"Otu122"	0.77387048362892	NA	NA	NA	0.655947586452393	-0.0943459779691071	3	1.33547209211221	0.445157364037402	1
"Otu123"	NA	1.30938255466971	0.67936489719874	-1.4876086525731	NA	NA	3	0.50113879929535	0.167046266431783	1
"Otu1232"	NA	-0.886711605864311	-0.435712647725626	-1.99942842760361	NA	NA	3	-3.32185268119355	-1.10728422706452	-1
"Otu124"	-0.457370590049359	NA	NA	NA	-0.227731711217315	-0.593625061540356	3	-1.27872736280703	-0.42624245426901	-1
"Otu125"	1.57729410651979	NA	NA	NA	0.803289386840898	0.577662267623854	3	2.95824576098454	0.986081920328181	1
"Otu1255"	0.142416660211711	NA	NA	NA	0.934552488028885	0.375773356322014	3	1.45274250456261	0.48424750152087	1
"Otu1259"	NA	0.360330650864457	-0.0504662533988799	2.16075796122056	NA	NA	3	2.47062235868614	0.823540786228712	1
"Otu126"	0.35366375885287	NA	NA	NA	-0.155957636241167	-0.363537905857129	3	-0.165831783245426	-0.0552772610818087	-1
"Otu1260"	NA	-1.37249617119723	1.88101086904208	0.169887989067017	NA	NA	3	0.678402686911867	0.226134228970622	1
"Otu1263"	0.503792757235013	NA	NA	NA	1.12773130344753	-0.276357619593983	3	1.35516644108856	0.45172214702952	1
"Otu1269"	0.626865419266621	NA	NA	NA	0.671970854542362	0.710916799601317	3	2.0097530734103	0.669917691136767	1
"Otu127"	NA	-1.42390060235698	-0.370270413629335	0.514732108667733	NA	NA	3	-1.27943890731858	-0.426479635772861	-1
"Otu1270"	-0.421706776627577	NA	NA	NA	0.456951519155197	1.25738849053651	3	1.29263323306413	0.43087774435471	1
"Otu1272"	0.63449367925233	NA	NA	NA	-0.424739538194024	0.39382370581213	3	0.603577846870436	0.201192615623479	1
"Otu1273"	0.325301806521875	0.250088451983398	2.15069704130653	NA	NA	NA	3	2.7260872998118	0.908695766603934	1
"Otu1274"	NA	-0.513735485376844	0.803156498167974	-0.11177107210735	NA	NA	3	0.17764994068378	0.0592166468945933	1
"Otu1278"	-0.66066854676195	NA	NA	NA	1.35010115227798	1.64419555828389	3	2.33362816379992	0.777876054599973	1
"Otu128"	0.335010720748596	NA	1.33026916495292	NA	2.11182226233741	0.663233513193329	4	4.44033566123225	1.11008391530806	1
"Otu1285"	0.191131804032931	NA	NA	NA	1.72957442241199	-0.0307167812910942	3	1.88998944515383	0.629996481717942	1
"Otu1287"	-0.233485551748745	NA	NA	NA	0.00299751775564544	-1.37206334996197	3	-1.60255138395507	-0.53418379465169	-1
"Otu1288"	-0.281427714813251	NA	NA	NA	0.621340768714755	1.9029257363768	3	2.2428387902783	0.747612930092768	1
"Otu129"	0.380494817294826	NA	NA	NA	0.0531895339391421	-0.105388072809024	3	0.328296278424944	0.109432092808315	1
"Otu1290"	NA	-0.0302942992909887	-0.244298028350567	-1.43865740723465	NA	NA	3	-1.71324973487621	-0.571083244958735	-1
"Otu1292"	0.602035689397145	0.75126162432112	NA	0.427847603110902	1.0670037966474	NA	4	2.84814871347657	0.712037178369142	1
"Otu1293"	0.00796889897935141	NA	NA	NA	0.532997910525493	0.319595152549296	3	0.86056196205414	0.28685398735138	1
"Otu1295"	-0.997844923340505	1.28462345573315	0.780108010178676	-0.506825247453692	NA	-1.1410679121392	5	-0.581006617021571	-0.116201323404314	-1
"Otu1297"	-0.191263938823949	NA	NA	NA	-1.07392684059032	-2.074127387264	3	-3.33931816667827	-1.11310605555942	-1
"Otu1298"	-0.305292758631507	NA	NA	NA	-0.0271579946294401	0.810116076021709	3	0.477665322760762	0.159221774253587	1
"Otu13"	-0.995053235825195	NA	NA	NA	-1.04987849378391	-0.0183745788235972	3	-2.0633063084327	-0.687768769477567	-1
"Otu130"	0.615273091741834	0.806326023552473	0.904733208595299	0.960288350653261	-0.744754421227397	0.537614457111283	6	3.07948071042675	0.513246785071126	1
"Otu1306"	-0.0554287876411555	NA	NA	NA	-0.0574657372538145	-0.382550789559193	3	-0.495445314454163	-0.165148438151388	-1
"Otu1308"	NA	-1.69593310266938	-1.51445117342994	-0.507767343355286	NA	NA	3	-3.71815161945461	-1.23938387315154	-1
"Otu131"	NA	0.335490817836344	-0.540116149764836	-1.88809488146767	NA	NA	3	-2.09272021339616	-0.697573404465387	-1
"Otu1311"	NA	-1.87366177374684	-0.372571625585339	-2.4516121654128	NA	NA	3	-4.69784556474498	-1.56594852158166	-1
"Otu1314"	-1.26422632849761	NA	NA	NA	-0.0794374695213577	0.655919960688595	3	-0.687743837330373	-0.229247945776791	-1
"Otu1315"	-0.354878502727146	NA	NA	NA	0.477011298336762	1.32870474977029	3	1.45083754537991	0.483612515126635	1
"Otu1316"	-0.0975267784543829	2.74043996140799	-0.17051822496362	-2.09896351344721	NA	NA	4	0.373431444542777	0.0933578611356943	1
"Otu1319"	NA	-1.63963664615118	0.130518534451084	0.87818128802155	NA	NA	3	-0.630936823678546	-0.210312274559515	-1
"Otu132"	0.142928396446487	NA	NA	NA	0.225617955179792	-0.128338546815501	3	0.240207804810778	0.0800692682702593	1
"Otu1322"	-0.756724201194531	NA	NA	NA	-0.810208576913927	-1.08879774142123	3	-2.65573051952969	-0.885243506509896	-1
"Otu1327"	NA	1.996015809539	4.05306669551451	0.796083662515051	NA	0.129948738482063	4	6.97511490605062	1.74377872651266	1
"Otu133"	-0.551483154524379	NA	NA	NA	-0.492831659745528	-0.945935806364367	3	-1.99025062063427	-0.663416873544758	-1
"Otu1330"	0.840297624502146	NA	NA	NA	0.294695565800152	0.360436534576907	3	1.49542972487921	0.498476574959735	1
"Otu1331"	NA	-3.24219023450357	-1.21991189344606	0.441845192459063	NA	NA	3	-4.02025693549057	-1.34008564516352	-1
"Otu1332"	NA	1.7560061617931	1.50569855908953	-0.456803742508414	NA	NA	3	2.80490097837422	0.934966992791405	1
"Otu1335"	NA	4.4873419736963	2.3172918188317	2.45813811554671	NA	NA	3	9.26277190807471	3.0875906360249	1
"Otu134"	0.856652166983531	NA	NA	NA	0.232883838723097	-0.691296856827044	3	0.398239148879584	0.132746382959861	1
"Otu1341"	NA	0.100106285883091	1.49811379118902	1.27253735686255	NA	NA	3	2.87075743393466	0.956919144644887	1
"Otu1342"	NA	-3.21941437736216	2.99173650774155	0.0918726649098144	NA	NA	3	-0.135805204710796	-0.0452684015702652	-1
"Otu1343"	NA	-0.197253365504214	-0.0595396179088283	1.05664534593625	NA	NA	3	0.799852362523208	0.266617454174403	1
"Otu1346"	-0.171193380898491	NA	NA	NA	-0.274886192728516	2.38200329974499	3	1.93592372611798	0.645307908705994	1
"Otu135"	-0.262897588184773	NA	NA	NA	0.264524778814692	0.49197714530359	3	0.493604335933509	0.164534778644503	1
"Otu136"	-1.07273044838596	NA	NA	NA	0.133882489720316	-0.128322793368702	3	-1.06717075203435	-0.355723584011449	-1
"Otu137"	0.21517340149269	NA	NA	NA	1.57861403229621	0.0886956986606887	3	1.88248313244959	0.627494377483196	1
"Otu1370"	1.03476014475195	3.61676714279532	NA	-2.27622419550791	NA	NA	3	2.37530309203936	0.791767697346453	1
"Otu1374"	0.740456534973705	NA	NA	NA	1.22906826421338	0.573601809618416	3	2.5431266088055	0.847708869601834	1
"Otu138"	0.664503938834513	NA	2.54958816311023	NA	0.875295668613302	2.11802223916245	4	6.20741000972049	1.55185250243012	1
"Otu1382"	NA	-2.47194744132021	-0.236939521346913	0.481160800817803	NA	NA	3	-2.22772616184932	-0.742575387283107	-1
"Otu1383"	-0.477388203911242	-0.0227923786417021	0.896089529570725	-1.23731274836261	NA	0.296999661418837	5	-0.544404139925992	-0.108880827985198	-1
"Otu1385"	-1.80713245019167	-0.793690545896712	0.237214596901207	-4.16790316511895	NA	0.573601809618416	5	-5.95790975468771	-1.19158195093754	-1
"Otu1386"	0.127047095193671	-1.55130538053669	1.77666509810252	-0.89595492082066	1.28685935305379	NA	5	0.743311244992631	0.148662248998526	1
"Otu139"	-0.872640590383169	NA	NA	NA	-0.636110335098539	-0.184922139226133	3	-1.69367306470784	-0.564557688235947	-1
"Otu1390"	-0.0185596069443684	3.87503896331237	2.42312460555149	-2.09946671816544	0.138155809268636	NA	5	4.31829305302269	0.863658610604537	1
"Otu1391"	-0.289172658989186	NA	NA	NA	-1.11882662589627	1.86647683613099	3	0.458477551245534	0.152825850415178	1
"Otu1393"	NA	3.00845045641044	-1.80177827952242	-3.08977873479229	NA	0.360264818827625	4	-1.52284173907665	-0.380710434769161	-1
"Otu1398"	0.265103488402013	0.355927311269294	3.21360358939506	0.480011254506427	NA	NA	4	4.31464564357279	1.0786614108932	1
"Otu1399"	-0.119502385422478	NA	NA	1.31506116925309	NA	-0.382550852844272	3	0.81300793098634	0.271002643662113	1
"Otu14"	-0.236540967597405	NA	NA	NA	-1.14021501138282	0.231825763989437	3	-1.14493021499079	-0.381643404996929	-1
"Otu140"	-0.166916934514765	5.45920750603598	-1.07829990614832	0.800310656538304	-0.690659427700575	-0.742562129480575	6	3.58107976473005	0.596846627455008	1
"Otu1400"	-0.0339765827888236	NA	NA	NA	0.855333661695847	1.14300067010458	3	1.9643577490116	0.654785916337201	1
"Otu1407"	-0.199092325785625	NA	NA	NA	0.551827363842371	-1.16036936352039	3	-0.807634325463644	-0.269211441821215	-1
"Otu1417"	-0.549974320986575	NA	NA	NA	1.3196238660913	-1.01791701711967	3	-0.248267472014945	-0.0827558240049817	-1
"Otu142"	-0.992315455070554	1.60725049606141	2.47762621518488	-1.49096099257357	0.598636514040372	-0.478230075155628	6	1.72200670248691	0.287001117081152	1
"Otu1421"	NA	1.84819054869673	0.52967994756147	-0.658776168956247	NA	NA	3	1.71909432730195	0.573031442433984	1
"Otu1423"	1.33852245109377	NA	NA	NA	1.33210128941632	-0.516443075680657	3	2.15418066482943	0.718060221609811	1
"Otu1427"	NA	-2.43233714414031	-0.0669432905079249	0.40689168203567	NA	NA	3	-2.09238875261256	-0.697462917537522	-1
"Otu1429"	-0.331936920251135	2.58638022469077	0.422020547820493	-4.37053324610513	NA	0.0666165418367133	5	-1.62745285200829	-0.325490570401658	-1
"Otu143"	-0.88762972796636	1.04648682770257	4.65590976652805	-3.48305148937548	NA	-0.724887681684812	5	0.606827695203969	0.121365539040794	1
"Otu1433"	-0.607660379282246	NA	NA	NA	-0.242965462165193	0.573601809618416	3	-0.277024031829023	-0.0923413439430077	-1
"Otu1434"	NA	0.944307639893104	-1.44785590547125	0.508951502377101	NA	NA	3	0.00540323679895482	0.00180107893298494	1
"Otu1437"	-0.7931416825711	NA	-0.482458706746087	NA	NA	-0.734957681312019	3	-2.01055807062921	-0.670186023543069	-1
"Otu1438"	1.31337228411663	2.52700479939312	NA	-1.92591033931517	NA	NA	3	1.91446674419458	0.638155581398193	1
"Otu144"	NA	-3.23327422565468	0.790001505176292	0.864365426263082	NA	NA	3	-1.57890729421531	-0.526302431405102	-1
"Otu1444"	0.133419583450993	NA	NA	NA	-0.0983314012661497	-0.572737816670588	3	-0.537649634485745	-0.179216544828582	-1
"Otu145"	NA	-0.483078307760257	-0.213463861318013	1.32001717877835	NA	NA	3	0.62347500970008	0.20782500323336	1
"Otu1452"	0.439705461662093	-0.272742676362148	NA	-0.0776958404409946	-1.62903652926768	1.71247218735965	5	0.17270260295092	0.0345405205901841	1
"Otu1456"	-0.212712922885639	NA	NA	NA	0.917521785533226	1.04712321703066	3	1.75193207967825	0.583977359892749	1
"Otu146"	0.550121901369864	NA	NA	NA	0.882826598995039	0.16969680623478	3	1.60264530659968	0.534215102199894	1
"Otu1460"	-0.50873105536989	NA	NA	NA	0.035111617279632	1.02239437531358	3	0.548774937223322	0.182924979074441	1
"Otu147"	0.461907842615124	NA	NA	NA	0.0973250863308268	0.188416060338682	3	0.747648989284633	0.249216329761544	1
"Otu1473"	NA	-1.50777234430128	1.82252892240408	-0.858608473328043	NA	NA	3	-0.543851895225243	-0.181283965075081	-1
"Otu1474"	NA	3.9348102994373	NA	NA	-1.53186119741194	1.41282062139845	3	3.81576972342381	1.27192324114127	1
"Otu1478"	NA	-2.28587477457127	1.20290757837959	1.17977880688966	NA	NA	3	0.0968116106979799	0.0322705368993267	1
"Otu148"	0.481530096074438	2.47142553622343	NA	2.69711869967184	-0.463375082511253	0.320741129606952	5	5.50744037906541	1.10148807581308	1
"Otu1482"	NA	-0.905602111219237	-0.283179249668806	-3.79716336410882	NA	NA	3	-4.98594472499686	-1.66198157499895	-1
"Otu1483"	-0.212544431302624	-1.99033492372701	NA	-0.0304801444147456	0.939327435991011	NA	4	-1.29403206345337	-0.323508015863342	-1
"Otu1484"	-0.0925161389556984	4.48447851210588	NA	5.26742813852196	-1.02044286994697	NA	4	8.63894764172517	2.15973691043129	1
"Otu1485"	0.0408781528242413	NA	NA	NA	-1.59515136335777	0.437646767790617	3	-1.11662644274291	-0.372208814247637	-1
"Otu1486"	NA	0.270216456920581	-0.287794085028541	-0.952597831620368	NA	NA	3	-0.970175459728328	-0.323391819909443	-1
"Otu149"	0.756270560905085	NA	NA	NA	0.222611523078773	1.95389683865868	3	2.93277892264254	0.977592974214179	1
"Otu1492"	NA	-3.75548474281452	0.244540541964884	2.90178330935608	0.844855764076726	NA	4	0.23569487258317	0.0589237181457924	1
"Otu1496"	NA	-1.39575008175929	-0.403251893076872	1.06771661791013	NA	NA	3	-0.731285356926032	-0.243761785642011	-1
"Otu15"	NA	0.855930680836006	-0.103525878052509	0.535490368733553	NA	NA	3	1.28789517151705	0.429298390505683	1
"Otu150"	-0.769876930958357	NA	NA	NA	0.691979277165941	0.619920572488185	3	0.542022918695769	0.180674306231923	1
"Otu1500"	NA	-0.776699942011778	-0.770197385651161	-0.549696670871087	NA	NA	3	-2.09659399853403	-0.698864666178009	-1
"Otu1501"	-0.574408245618821	NA	NA	NA	0.0485190719135112	0.58212652446704	3	0.0562373507617303	0.0187457835872434	1
"Otu1502"	-1.84919424544062	2.98414064846745	0.00673951076256801	-1.36902811173616	0.293567437429198	NA	5	0.0662252394824359	0.0132450478964872	1
"Otu1506"	-0.598805117196622	NA	NA	NA	-0.490057714394353	-1.29972685566049	3	-2.38858968725147	-0.796196562417155	-1
"Otu1509"	0.660854821019673	1.87798810761151	NA	NA	NA	2.68533875232503	3	5.22418168095621	1.74139389365207	1
"Otu151"	NA	0.294142192479796	-0.877337188131366	-0.555576926279685	NA	NA	3	-1.13877192193126	-0.379590640643752	-1
"Otu1511"	-0.38339594192475	NA	NA	NA	0.205651962224977	1.40963051537713	3	1.23188653567736	0.410628845225786	1
"Otu1514"	-0.242398835324483	-0.00138820275782397	-0.0482613743381048	-1.70604031899983	NA	NA	4	-1.99808873142024	-0.49952218285506	-1
"Otu1516"	NA	5.86178042570382	0.797154199664372	-2.81629698846166	NA	NA	3	3.84263763690653	1.28087921230218	1
"Otu152"	-0.0531626942879433	NA	NA	1.31506116925309	-0.689452475772198	0.196116603373455	4	0.768562602566404	0.192140650641601	1
"Otu1525"	1.10076111406316	NA	NA	NA	-0.793429557645988	0.839543714147917	3	1.14687527056509	0.38229175685503	1
"Otu1532"	NA	-1.70290462585199	0.0674000697695652	0.0141071941095689	NA	NA	3	-1.62139736197286	-0.540465787324285	-1
"Otu1533"	-1.67443174172719	NA	NA	NA	0.71419568273199	-0.990586709123082	3	-1.95082276811828	-0.650274256039427	-1
"Otu1534"	-0.441924752847276	NA	NA	NA	-0.0505623336698464	-0.167878774900404	3	-0.660365861417526	-0.220121953805842	-1
"Otu1535"	-0.636199381627905	NA	NA	NA	-0.19180773767309	-2.23827443960887	3	-3.06628155890987	-1.02209385296996	-1
"Otu154"	0.178299914758609	5.34259161800352	2.55526705956496	3.31238038409023	0.105630794396122	0.684311940207434	6	12.1784817110209	2.02974695183681	1
"Otu1545"	1.79470164974363	1.65087001743199	NA	NA	NA	-0.391578547073057	3	3.05399312010256	1.01799770670085	1
"Otu1549"	-0.271273422980344	0.069289062248987	0.890453333739837	-0.105465537511684	NA	NA	4	0.583003435496796	0.145750858874199	1
"Otu1553"	NA	3.95122662980799	1.30901790676742	0.349873997554881	NA	NA	3	5.61011853413029	1.87003951137676	1
"Otu1554"	NA	-1.51154704955438	0.26119164009145	1.05046003550134	NA	NA	3	-0.19989537396159	-0.0666317913205299	-1
"Otu1557"	0.459772409955116	NA	NA	NA	-1.19669374431636	1.02097694632406	3	0.284055611962816	0.0946852039876053	1
"Otu156"	-0.485175571424616	NA	NA	NA	0.353232370314087	-1.01601213644751	3	-1.14795533755804	-0.382651779186013	-1
"Otu1560"	NA	-2.0150876538714	0.577866841777708	-0.605737511762144	NA	NA	3	-2.04295832385584	-0.680986107951945	-1
"Otu1561"	NA	1.23641095658763	-1.52604951056108	-3.39928311315412	NA	NA	3	-3.68892166712757	-1.22964055570919	-1
"Otu1564"	0.540339113113038	-2.82785858373418	2.40427799443241	NA	-0.743416009626922	-0.382550852844272	5	-1.00920833865993	-0.201841667731985	-1
"Otu1566"	NA	-4.04669358040258	1.36185308505724	2.49986123436274	NA	NA	3	-0.1849792609826	-0.0616597536608666	-1
"Otu157"	-0.674621347992856	NA	NA	NA	0.234215470804603	1.20462470067467	3	0.764218823486417	0.254739607828806	1
"Otu1571"	NA	-3.66407394819403	-0.0669432905079249	1.04268303463619	NA	NA	3	-2.68833420406576	-0.896111401355255	-1
"Otu1579"	NA	-0.68604886263173	NA	2.53379970919526	0.0502424973123219	NA	3	1.89799334387585	0.632664447958617	1
"Otu158"	-0.0180953251915025	NA	NA	NA	-0.155518678647162	1.24583376934044	3	1.07221976550178	0.357406588500592	1
"Otu1580"	-1.26342215844764	2.47918833090315	1.00741107839215	-1.63898685276923	0.396395671242566	NA	5	0.980586069320996	0.196117213864199	1
"Otu1581"	NA	0.753805250791577	-2.23886524699495	-4.10850647289648	NA	NA	3	-5.59356646909985	-1.86452215636662	-1
"Otu1589"	-0.872174630890255	1.24003043268304	1.82587684818271	-2.63491743955114	-0.0418092338715037	1.49602129696343	6	1.01302727351628	0.16883787891938	1
"Otu159"	-0.0556273170530326	0.941805486298461	-0.0017391680554691	-2.56247200837924	1.71711596444021	-0.223134442471075	6	-0.184051485220146	-0.030675247536691	-1
"Otu1592"	0.0290490002988339	2.51753403351946	0.901350482023952	-1.53497484693222	NA	NA	4	1.91295866891003	0.478239667227506	1
"Otu1594"	NA	0.803451991319806	1.08104512214202	-0.805668963661288	NA	NA	3	1.07882814980054	0.359609383266846	1
"Otu1595"	NA	2.449940577225	-0.200996641468995	-2.86175777923274	NA	NA	3	-0.612813843476735	-0.204271281158912	-1
"Otu16"	0.0383130816079504	NA	NA	NA	-0.296064587454739	0.360766619849659	3	0.10301511400287	0.0343383713342901	1
"Otu160"	0.0900192495965394	NA	1.53306617357991	NA	-0.134436527937308	0.357255330294142	4	1.84590422553328	0.461476056383321	1
"Otu1600"	NA	2.53052548870661	2.75392962101876	0.824287723889567	NA	NA	3	6.10874283361494	2.03624761120498	1
"Otu1603"	0.578969747516107	NA	NA	NA	1.5523724092206	-0.269088048680517	3	1.86225410805619	0.620751369352063	1
"Otu1605"	0.845377907019785	NA	NA	NA	-0.488799024665455	-1.33522586511545	3	-0.97864698276112	-0.326215660920373	-1
"Otu1606"	NA	0.7769722199987	-1.26813343711936	0.0536686720873444	NA	NA	3	-0.437492545033316	-0.145830848344439	-1
"Otu1607"	-1.56673207724455	NA	NA	NA	0.30323321630886	0.129948738482063	3	-1.13355012245363	-0.377850040817876	-1
"Otu161"	0.0476777959232543	NA	NA	NA	0.126664989787833	0.0742858028051556	3	0.248628588516243	0.082876196172081	1
"Otu1611"	NA	1.31531289666543	-0.416128040916665	-1.20384612006792	NA	NA	3	-0.304661264319155	-0.101553754773052	-1
"Otu1616"	NA	0.541566603487579	-2.67139270164682	1.22127998715184	NA	NA	3	-0.908546111007401	-0.302848703669134	-1
"Otu1621"	NA	-0.558682976856495	0.128167648857785	-1.7302325039406	NA	NA	3	-2.16074783193931	-0.720249277313103	-1
"Otu1622"	NA	-2.19772651730638	2.13640634879989	-0.845578015657257	NA	NA	3	-0.906898184163747	-0.302299394721249	-1
"Otu1624"	-0.188111471413817	3.80193663292134	3.71549944933588	-2.77420445774789	NA	NA	4	4.55512015309551	1.13878003827388	1
"Otu1627"	NA	2.1742329879248	1.0185292646326	-1.03122947270424	NA	NA	3	2.16153277985316	0.72051092661772	1
"Otu163"	NA	0.886889549412733	-0.146157622664856	0.352581381362374	NA	NA	3	1.09331330811025	0.364437769370084	1
"Otu1630"	-0.217921734799128	1.50803296402537	0.735731299223286	-2.18285200381354	-2.52828887339799	1.81740120552807	6	-0.867897143233932	-0.144649523872322	-1
"Otu1637"	-0.298440048744874	NA	NA	NA	0.881838589333427	0.138228372850656	3	0.721626913439209	0.240542304479736	1
"Otu1639"	-0.920023867984679	NA	NA	NA	0.675854640860115	0.190752381522947	3	-0.0534168456016169	-0.017805615200539	-1
"Otu164"	-1.56546047556775	NA	NA	NA	-0.341185816229053	-1.1592163796301	3	-3.0658626714269	-1.02195422380897	-1
"Otu1642"	2.79190878466226	0.303719421214911	0.234055245440241	-2.13297397961528	-0.38640693235908	NA	5	0.810302539343052	0.16206050786861	1
"Otu165"	1.32866835919817	2.46204273537741	NA	NA	NA	0.325581991030298	3	4.11629308560588	1.37209769520196	1
"Otu1653"	-0.168566367011094	NA	NA	NA	-0.540777602790361	0.115827241068245	3	-0.59351672873321	-0.197838909577737	-1
"Otu1655"	NA	-3.80092424819601	-0.506807727698509	-1.7460164814156	NA	NA	3	-6.05374845731012	-2.01791615243671	-1
"Otu166"	NA	-0.119538370505121	-0.286557563084529	-1.78988657122959	NA	NA	3	-2.19598250481924	-0.73199416827308	-1
"Otu1672"	-0.259950152774807	2.73745630335701	NA	NA	NA	1.3732230908825	3	3.8507292414647	1.28357641382157	1
"Otu1678"	NA	-2.30569526405528	1.95425955752694	-2.90538190031232	NA	NA	3	-3.25681760684066	-1.08560586894689	-1
"Otu1681"	0.211230698450603	0.802917587503269	1.27343047478592	-2.11302313185733	1.07905756437756	-0.167878774900404	6	1.08573441835962	0.18095573639327	1
"Otu1686"	1.18873099550162	NA	2.53144408435004	-1.83175999114658	NA	NA	3	1.88841508870508	0.629471696235027	1
"Otu1689"	0.155796255514756	NA	NA	NA	-0.304528974093654	-1.40525109299676	3	-1.55398381157566	-0.517994603858553	-1
"Otu169"	NA	-3.14818618435687	1.43304899104999	0.0736753069336359	NA	NA	3	-1.64146188637324	-0.547153962124415	-1
"Otu1694"	NA	-2.94684751370131	-0.16288483061874	-3.35231394712929	NA	NA	3	-6.46204629144934	-2.15401543048311	-1
"Otu17"	-0.956726423337458	NA	NA	NA	-0.696636909202979	0.021339933449056	3	-1.63202339909138	-0.544007799697127	-1
"Otu170"	-0.783624072355342	NA	NA	NA	0.669866908302874	-0.45629985173516	3	-0.570057015787628	-0.190019005262543	-1
"Otu1701"	0.559534537957958	NA	NA	NA	-0.881353740486175	1.13194705851978	3	0.810127855991563	0.270042618663854	1
"Otu1703"	NA	4.31765360656113	2.29883138111636	-3.36990026906263	NA	NA	3	3.24658471861486	1.08219490620495	1
"Otu1704"	0.666477203054109	NA	NA	NA	-0.848780414891221	1.1542852354715	3	0.971982023634388	0.323994007878129	1
"Otu1705"	0.851752309461897	NA	NA	NA	-1.33173882735334	-0.269088048680517	3	-0.74907456657196	-0.249691522190653	-1
"Otu171"	-0.172608834830942	0.422089228640878	0.227513334951083	-0.489353353887208	-0.0408848429584214	0.398503823810332	6	0.345259355725722	0.0575432259542869	1
"Otu1710"	NA	0.955825363199421	-0.7514906657114	0.172164437497437	NA	NA	3	0.376499134985458	0.125499711661819	1
"Otu1713"	0.464992058226335	1.34310777004235	1.74709398567266	2.55865504833671	-0.202187181075507	-0.580364811334765	6	5.33129686986778	0.888549478311297	1
"Otu1715"	0.486601850284974	NA	NA	NA	0.182376525498135	-0.102878265808658	3	0.566100109974451	0.18870003665815	1
"Otu1717"	-1.61804766236221	NA	NA	NA	0.927972648923246	0.572344201763742	3	-0.117730811675222	-0.0392436038917406	-1
