Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
drought	Actinobacteria	0319-7L14	-	-	-	17	12	5	70.5882352941177	29.4117647058824	0.143463134765625	-
drought	Actinobacteria	0319-7L14	unculturedactinobacterium	-	-	1	0	1	0	100	1	-
drought	Actinobacteria	0319-7L14	unculturedbacterium	-	-	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Actinobacteria	0319-7L14	unidentified	-	-	10	7	3	70	30	0.34375	-
drought	Actinobacteria	0319-7L14	unculturedactinobacterium	unidentified	-	1	0	1	0	100	1	-
drought	Actinobacteria	0319-7L14	unculturedbacterium	unidentified	-	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Actinobacteria	0319-7L14	unidentified	unidentified	-	10	7	3	70	30	0.34375	-
drought	Actinobacteria	0319-7L14	unculturedactinobacterium	unidentified	unidentified	1	0	1	0	100	1	-
drought	Actinobacteria	0319-7L14	unculturedbacterium	unidentified	unidentified	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Actinobacteria	0319-7L14	unidentified	unidentified	unidentified	10	7	3	70	30	0.34375	-
drought	Actinobacteria	Acidimicrobiia	-	-	-	63	22	41	34.9206349206349	65.0793650793651	0.0225749726732573	Decrease
drought	Actinobacteria	Acidimicrobiia	Actinomarinales	-	-	1	1	0	100	0	1	-
drought	Actinobacteria	Acidimicrobiia	IMCC26256	-	-	8	3	5	37.5	62.5	0.7265625	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	-	-	26	3	23	11.5384615384615	88.4615384615385	8.79764556884767e-05	Decrease
drought	Actinobacteria	Acidimicrobiia	uncultured	-	-	13	9	4	69.2307692307692	30.7692307692308	0.266845703125	-
drought	Actinobacteria	Acidimicrobiia	unidentified	-	-	15	6	9	40	60	0.60723876953125	-
drought	Actinobacteria	Acidimicrobiia	Actinomarinales	uncultured	-	1	1	0	100	0	1	-
drought	Actinobacteria	Acidimicrobiia	IMCC26256	unculturedAcidimicrobialesbacterium	-	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	IMCC26256	unidentified	-	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	-	5	1	4	20	80	0.375	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	-	9	1	8	11.1111111111111	88.8888888888889	0.0390625	Decrease
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	-	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	-	7	1	6	14.2857142857143	85.7142857142857	0.125	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	unidentified	-	4	0	4	0	100	0.125	-
drought	Actinobacteria	Acidimicrobiia	uncultured	Ambiguous_taxa	-	2	1	1	50	50	1	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unculturedAcidimicrobidaebacterium	-	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unculturedbacterium	-	3	3	0	100	0	0.25	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unidentified	-	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
drought	Actinobacteria	Acidimicrobiia	unidentified	unidentified	-	15	6	9	40	60	0.60723876953125	-
drought	Actinobacteria	Acidimicrobiia	Actinomarinales	uncultured	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Acidimicrobiia	IMCC26256	unculturedAcidimicrobialesbacterium	unidentified	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	IMCC26256	unidentified	unidentified	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	5	1	4	20	80	0.375	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29marinegroup	3	0	3	0	100	0.25	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	5	1	4	20	80	0.375	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	unidentified	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	unculturedAcidimicrobidaebacterium	1	1	0	100	0	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	unidentified	4	0	4	0	100	0.125	-
drought	Actinobacteria	Acidimicrobiia	Microtrichales	unidentified	unidentified	4	0	4	0	100	0.125	-
drought	Actinobacteria	Acidimicrobiia	uncultured	Ambiguous_taxa	unidentified	2	1	1	50	50	1	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unculturedAcidimicrobidaebacterium	unidentified	1	0	1	0	100	1	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unculturedbacterium	unidentified	3	3	0	100	0	0.25	-
drought	Actinobacteria	Acidimicrobiia	uncultured	unidentified	unidentified	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
drought	Actinobacteria	Acidimicrobiia	unidentified	unidentified	unidentified	15	6	9	40	60	0.60723876953125	-
drought	Actinobacteria	Actinobacteria	-	-	-	120	60	60	50	50	1	-
drought	Actinobacteria	Actinobacteria	Corynebacteriales	-	-	2	0	2	0	100	0.5	-
drought	Actinobacteria	Actinobacteria	Frankiales	-	-	25	12	13	48	52	1	-
drought	Actinobacteria	Actinobacteria	Kineosporiales	-	-	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	-	-	12	9	3	75	25	0.14599609375	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	-	-	16	6	10	37.5	62.5	0.454498291015625	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	-	-	24	16	8	66.6666666666667	33.3333333333333	0.151589632034302	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	-	-	16	8	8	50	50	1	-
drought	Actinobacteria	Actinobacteria	Streptomycetales	-	-	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	-	-	4	2	2	50	50	1	-
drought	Actinobacteria	Actinobacteria	unidentified	-	-	11	3	8	27.2727272727273	72.7272727272727	0.2265625	-
drought	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	-	2	0	2	0	100	0.5	-
drought	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	-	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	-	5	1	4	20	80	0.375	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	-	9	6	3	66.6666666666667	33.3333333333333	0.5078125	-
drought	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	-	3	0	3	0	100	0.25	-
drought	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	uncultured	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	unidentified	-	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	-	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	-	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	-	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	-	5	3	2	60	40	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	-	2	2	0	100	0	0.5	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	-	2	2	0	100	0	0.5	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	-	16	6	10	37.5	62.5	0.454498291015625	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	-	23	15	8	65.2173913043478	34.7826086956522	0.210039615631104	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	unidentified	-	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	-	16	8	8	50	50	1	-
drought	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	-	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	-	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	unidentified	unidentified	-	11	3	8	27.2727272727273	72.7272727272727	0.2265625	-
drought	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	2	0	2	0	100	0.5	-
drought	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	3	0	3	0	100	0.25	-
drought	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Ambiguous_taxa	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	4	2	2	50	50	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	3	0	3	0	100	0.25	-
drought	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	uncultured	unculturedbacterium	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	uncultured	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Frankiales	unidentified	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Ambiguous_taxa	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	2	0	2	0	100	0.5	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	uncultured	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	unidentified	11	5	6	45.4545454545455	54.5454545454545	1	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	2	1	1	50	50	1	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	14	10	4	71.4285714285714	28.5714285714286	0.1795654296875	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	uncultured	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	unidentified	4	3	1	75	25	0.625	-
drought	Actinobacteria	Actinobacteria	Propionibacteriales	unidentified	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	unidentified	5	4	1	80	20	0.375	-
drought	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	5	2	3	40	60	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	1	0	1	0	100	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	Actinobacteria	unidentified	unidentified	unidentified	11	3	8	27.2727272727273	72.7272727272727	0.2265625	-
drought	Actinobacteria	MB-A2-108	-	-	-	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Actinobacteria	MB-A2-108	Ambiguous_taxa	-	-	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unculturedactinobacterium	-	-	1	0	1	0	100	1	-
drought	Actinobacteria	MB-A2-108	unculturedbacterium	-	-	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unidentified	-	-	4	1	3	25	75	0.625	-
drought	Actinobacteria	MB-A2-108	Ambiguous_taxa	unidentified	-	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unculturedactinobacterium	unidentified	-	1	0	1	0	100	1	-
drought	Actinobacteria	MB-A2-108	unculturedbacterium	unidentified	-	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unidentified	unidentified	-	4	1	3	25	75	0.625	-
drought	Actinobacteria	MB-A2-108	Ambiguous_taxa	unidentified	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unculturedactinobacterium	unidentified	unidentified	1	0	1	0	100	1	-
drought	Actinobacteria	MB-A2-108	unculturedbacterium	unidentified	unidentified	1	1	0	100	0	1	-
drought	Actinobacteria	MB-A2-108	unidentified	unidentified	unidentified	4	1	3	25	75	0.625	-
drought	Actinobacteria	Nitriliruptoria	-	-	-	4	1	3	25	75	0.625	-
drought	Actinobacteria	Nitriliruptoria	Euzebyales	-	-	4	1	3	25	75	0.625	-
drought	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	-	4	1	3	25	75	0.625	-
drought	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	uncultured	4	1	3	25	75	0.625	-
drought	Actinobacteria	Rubrobacteria	-	-	-	18	9	9	50	50	1	-
drought	Actinobacteria	Rubrobacteria	Rubrobacterales	-	-	18	9	9	50	50	1	-
drought	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	-	18	9	9	50	50	1	-
drought	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	18	9	9	50	50	1	-
drought	Actinobacteria	Thermoleophilia	-	-	-	136	64	72	47.0588235294118	52.9411764705882	0.548502361486737	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	-	-	44	27	17	61.3636363636364	38.6363636363636	0.174171147270727	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	-	-	88	35	53	39.7727272727273	60.2272727272727	0.0693460436850645	-
drought	Actinobacteria	Thermoleophilia	uncultured	-	-	2	1	1	50	50	1	-
drought	Actinobacteria	Thermoleophilia	unidentified	-	-	2	1	1	50	50	1	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	-	10	8	2	80	20	0.109375	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	-	29	16	13	55.1724137931034	44.8275862068966	0.711071103811264	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	unidentified	-	5	3	2	60	40	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	-	31	13	18	41.9354838709677	58.0645161290323	0.473129659891129	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Ambiguous_taxa	-	1	1	0	100	0	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	-	32	11	21	34.375	65.625	0.110184165183455	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	unidentified	-	24	10	14	41.6666666666667	58.3333333333333	0.541256189346313	-
drought	Actinobacteria	Thermoleophilia	uncultured	unculturedbacterium	-	2	1	1	50	50	1	-
drought	Actinobacteria	Thermoleophilia	unidentified	unidentified	-	2	1	1	50	50	1	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	10	8	2	80	20	0.109375	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	unculturedbacterium	12	7	5	58.3333333333333	41.6666666666667	0.7744140625	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	unidentified	16	9	7	56.25	43.75	0.803619384765625	-
drought	Actinobacteria	Thermoleophilia	Gaiellales	unidentified	unidentified	5	3	2	60	40	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	Ambiguous_taxa	11	2	9	18.1818181818182	81.8181818181818	0.0654296875	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	unculturedactinobacterium	3	3	0	100	0	0.25	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	unculturedbacterium	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	unculturedbacterium#0319-6M6	1	0	1	0	100	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	unidentified	13	7	6	53.8461538461538	46.1538461538462	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Ambiguous_taxa	Ambiguous_taxa	1	1	0	100	0	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	4	3	1	75	25	0.625	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	14	3	11	21.4285714285714	78.5714285714286	0.057373046875	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	1	1	0	100	0	1	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	unidentified	6	1	5	16.6666666666667	83.3333333333333	0.21875	-
drought	Actinobacteria	Thermoleophilia	Solirubrobacterales	unidentified	unidentified	24	10	14	41.6666666666667	58.3333333333333	0.541256189346313	-
drought	Actinobacteria	Thermoleophilia	uncultured	unculturedbacterium	unidentified	2	1	1	50	50	1	-
drought	Actinobacteria	Thermoleophilia	unidentified	unidentified	unidentified	2	1	1	50	50	1	-
drought	Actinobacteria	unidentified	-	-	-	3	0	3	0	100	0.25	-
drought	Actinobacteria	unidentified	unidentified	-	-	3	0	3	0	100	0.25	-
drought	Actinobacteria	unidentified	unidentified	unidentified	-	3	0	3	0	100	0.25	-
drought	Actinobacteria	unidentified	unidentified	unidentified	unidentified	3	0	3	0	100	0.25	-
drought	Proteobacteria	Alphaproteobacteria	-	-	-	192	75	117	39.0625	60.9375	0.00298727855991054	Decrease
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	-	-	30	17	13	56.6666666666667	43.3333333333333	0.584664711728693	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	-	-	6	3	3	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	-	-	14	4	10	28.5714285714286	71.4285714285714	0.1795654296875	-
drought	Proteobacteria	Alphaproteobacteria	Dongiales	-	-	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Elsterales	-	-	4	0	4	0	100	0.125	-
drought	Proteobacteria	Alphaproteobacteria	Micropepsales	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Puniceispirillales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Reyranellales	-	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	-	-	89	29	60	32.5842696629214	67.4157303370787	0.00133526236562193	Decrease
drought	Proteobacteria	Alphaproteobacteria	Rhodobacterales	-	-	5	3	2	60	40	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhodospirillales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	-	-	25	12	13	48	52	1	-
drought	Proteobacteria	Alphaproteobacteria	Thalassobaculales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Tistrellales	-	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	uncultured	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	unidentified	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	-	29	17	12	58.6206896551724	41.3793103448276	0.458258319646121	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	AcetobacteralesIncertaeSedis	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	-	4	1	3	25	75	0.625	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	-	2	2	0	100	0	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	-	14	4	10	28.5714285714286	71.4285714285714	0.1795654296875	-
drought	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	-	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	-	4	0	4	0	100	0.125	-
drought	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Puniceispirillales	PuniceispirillalesIncertaeSedis	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	-	31	12	19	38.7096774193548	61.2903225806452	0.281041515059769	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	-	5	2	3	40	60	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	-	5	2	3	40	60	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	-	2	0	2	0	100	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	-	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	-	5	2	3	40	60	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	-	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	-	15	1	14	6.66666666666667	93.3333333333333	0.0009765625	Decrease
drought	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	-	5	3	2	60	40	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	-	25	12	13	48	52	1	-
drought	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	-	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	-	3	1	2	33.3333333333333	66.6666666666667	1	-
