Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	-	-	18	12	6	66.6666666666667	33.3333333333333	0.237884521484375	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	-	18	12	6	66.6666666666667	33.3333333333333	0.237884521484375	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Ambiguous_taxa	1	1	0	100	0	1	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	1	1	0	100	0	1	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	unculturedbacterium	5	4	1	80	20	0.375	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	unculturedGemmatimonadetesbacterium	1	0	1	0	100	1	-
drought	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	unidentified	10	6	4	60	40	0.75390625	-
drought	Gemmatimonadetes	S0134terrestrialgroup	-	-	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Gemmatimonadetes	S0134terrestrialgroup	Ambiguous_taxa	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	metagenome	-	-	1	1	0	100	0	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	unidentified	-	-	2	0	2	0	100	0.5	-
drought	Gemmatimonadetes	S0134terrestrialgroup	Ambiguous_taxa	unidentified	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	metagenome	unidentified	-	1	1	0	100	0	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	unidentified	unidentified	-	2	0	2	0	100	0.5	-
drought	Gemmatimonadetes	S0134terrestrialgroup	Ambiguous_taxa	unidentified	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	metagenome	unidentified	unidentified	1	1	0	100	0	1	-
drought	Gemmatimonadetes	S0134terrestrialgroup	unidentified	unidentified	unidentified	2	0	2	0	100	0.5	-
drought	Verrucomicrobia	Verrucomicrobiae	-	-	-	46	22	24	47.8260869565217	52.1739130434783	0.882995912122399	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	-	-	31	13	18	41.9354838709677	58.0645161290323	0.473129659891129	-
drought	Verrucomicrobia	Verrucomicrobiae	Opitutales	-	-	2	2	0	100	0	0.5	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	-	-	11	6	5	54.5454545454545	45.4545454545455	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	-	-	2	1	1	50	50	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	-	30	12	18	40	60	0.361594608053565	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	-	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	-	2	2	0	100	0	0.5	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	-	11	6	5	54.5454545454545	45.4545454545455	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	-	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	-	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	CandidatusUdaeobacter	4	1	3	25	75	0.625	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	24	11	13	45.8333333333333	54.1666666666667	0.838819742202759	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	unculturedbacterium	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	unidentified	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	CandidatusXiphinematobacter	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	unidentified	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	bacteriumEllin517	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unculturedbacterium	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unculturedsoilbacterium	1	1	0	100	0	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unculturedVerrucomicrobiabacterium	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unidentified	6	3	3	50	50	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	1	0	1	0	100	1	-
drought	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	-	-	-	34	16	18	47.0588235294118	52.9411764705882	0.864166240440682	-
drought	Firmicutes	Bacilli	Bacillales	-	-	30	13	17	43.3333333333333	56.6666666666667	0.584664711728693	-
drought	Firmicutes	Bacilli	Lactobacillales	-	-	4	3	1	75	25	0.625	-
drought	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	-	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Bacillaceae	-	7	2	5	28.5714285714286	71.4285714285714	0.453125	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	-	14	7	7	50	50	1	-
drought	Firmicutes	Bacilli	Bacillales	Planococcaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	-	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	unidentified	-	4	0	4	0	100	0.125	-
drought	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	-	4	3	1	75	25	0.625	-
drought	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	1	0	1	0	100	1	-
drought	Firmicutes	Bacilli	Bacillales	Bacillaceae	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus	1	0	1	0	100	1	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	2	0	2	0	100	0.5	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	8	5	3	62.5	37.5	0.7265625	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	uncultured	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	unidentified	1	0	1	0	100	1	-
drought	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	1	0	1	0	100	1	-
drought	Firmicutes	Bacilli	Bacillales	Planococcaceae	unidentified	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	1	1	0	100	0	1	-
drought	Firmicutes	Bacilli	Bacillales	unidentified	unidentified	4	0	4	0	100	0.125	-
drought	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	4	3	1	75	25	0.625	-
drought	Firmicutes	Clostridia	-	-	-	5	2	3	40	60	1	-
drought	Firmicutes	Clostridia	Clostridiales	-	-	5	2	3	40	60	1	-
drought	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	-	1	1	0	100	0	1	-
drought	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	-	2	1	1	50	50	1	-
drought	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	-	2	0	2	0	100	0.5	-
drought	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	1	1	0	100	0	1	-
drought	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeNK4A136group	2	1	1	50	50	1	-
drought	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	1	0	1	0	100	1	-
drought	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	1	0	1	0	100	1	-
drought	Firmicutes	Erysipelotrichia	-	-	-	2	1	1	50	50	1	-
drought	Firmicutes	Erysipelotrichia	Erysipelotrichales	-	-	2	1	1	50	50	1	-
drought	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	-	2	1	1	50	50	1	-
drought	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	1	1	0	100	0	1	-
drought	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	1	0	1	0	100	1	-
drought	FBP	Ambiguous_taxa	-	-	-	4	1	3	25	75	0.625	-
drought	FBP	Ambiguous_taxa	unidentified	-	-	4	1	3	25	75	0.625	-
drought	FBP	Ambiguous_taxa	unidentified	unidentified	-	4	1	3	25	75	0.625	-
drought	FBP	Ambiguous_taxa	unidentified	unidentified	unidentified	4	1	3	25	75	0.625	-
drought	FBP	unculturedbacterium	-	-	-	11	5	6	45.4545454545455	54.5454545454545	1	-
drought	FBP	unculturedbacterium	unidentified	-	-	11	5	6	45.4545454545455	54.5454545454545	1	-
drought	FBP	unculturedbacterium	unidentified	unidentified	-	11	5	6	45.4545454545455	54.5454545454545	1	-
drought	FBP	unculturedbacterium	unidentified	unidentified	unidentified	11	5	6	45.4545454545455	54.5454545454545	1	-
drought	FBP	unculturedsoilbacterium	-	-	-	5	2	3	40	60	1	-
drought	FBP	unculturedsoilbacterium	unidentified	-	-	5	2	3	40	60	1	-
drought	FBP	unculturedsoilbacterium	unidentified	unidentified	-	5	2	3	40	60	1	-
drought	FBP	unculturedsoilbacterium	unidentified	unidentified	unidentified	5	2	3	40	60	1	-
drought	FBP	unidentified	-	-	-	14	6	8	42.8571428571429	57.1428571428571	0.79052734375	-
drought	FBP	unidentified	unidentified	-	-	14	6	8	42.8571428571429	57.1428571428571	0.79052734375	-
drought	FBP	unidentified	unidentified	unidentified	-	14	6	8	42.8571428571429	57.1428571428571	0.79052734375	-
drought	FBP	unidentified	unidentified	unidentified	unidentified	14	6	8	42.8571428571429	57.1428571428571	0.79052734375	-
drought	Cyanobacteria	Oxyphotobacteria	-	-	-	30	3	27	10	90	8.43033194541932e-06	Decrease
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	-	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	-	-	21	1	20	4.76190476190476	95.2380952380952	2.09808349609375e-05	Decrease
drought	Cyanobacteria	Oxyphotobacteria	OxyphotobacteriaIncertaeSedis	-	-	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	unidentified	-	-	2	0	2	0	100	0.5	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chlorosarcinabrevispinosa	-	1	1	0	100	0	1	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	uncultureddiatom	-	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	unidentified	-	4	1	3	25	75	0.625	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	-	3	0	3	0	100	0.25	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	-	6	0	6	0	100	0.03125	Decrease
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	-	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	-	4	0	4	0	100	0.125	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	-	3	0	3	0	100	0.25	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	unidentified	-	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	OxyphotobacteriaIncertaeSedis	UnknownFamily	-	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	unidentified	unidentified	-	2	0	2	0	100	0.5	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chlorosarcinabrevispinosa	unidentified	1	1	0	100	0	1	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	uncultureddiatom	unidentified	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Chloroplast	unidentified	unidentified	4	1	3	25	75	0.625	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	CrinaliumSAG22.89	2	0	2	0	100	0.5	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	uncultured	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	MicrocoleusSAG1449-1a	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	SymplocastrumCPER-KK1	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	2	0	2	0	100	0.5	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	unidentified	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	WilmottiaAnt-Ph58	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	unculturedbacterium	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	MastigocladopsisPCC-10914	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	NostocPCC-73102	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	ScytonemaUTEX2349	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	TrichocoleusSAG26.92	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	TychonemaCCAP1459-11B	1	1	0	100	0	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	uncultured	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	unculturedcyanobacterium	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	unidentified	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	Nostocales	unidentified	unidentified	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	OxyphotobacteriaIncertaeSedis	UnknownFamily	LeptolyngbyaEcFYyyy-00	1	0	1	0	100	1	-
drought	Cyanobacteria	Oxyphotobacteria	unidentified	unidentified	unidentified	2	0	2	0	100	0.5	-
drought	Armatimonadetes	Armatimonadia	-	-	-	8	2	6	25	75	0.2890625	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	-	-	8	2	6	25	75	0.2890625	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unculturedArmatimonadetesbacterium	-	1	0	1	0	100	1	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unculturedbacterium	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unidentified	-	4	1	3	25	75	0.625	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unculturedArmatimonadetesbacterium	unidentified	1	0	1	0	100	1	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unculturedbacterium	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Armatimonadetes	Armatimonadia	Armatimonadales	unidentified	unidentified	4	1	3	25	75	0.625	-
drought	Armatimonadetes	Fimbriimonadia	-	-	-	5	0	5	0	100	0.0625	-
drought	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	-	-	5	0	5	0	100	0.0625	-
drought	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	-	5	0	5	0	100	0.0625	-
drought	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	unculturedbacterium	1	0	1	0	100	1	-
drought	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	unidentified	4	0	4	0	100	0.125	-
drought	Armatimonadetes	uncultured	-	-	-	8	4	4	50	50	1	-
drought	Armatimonadetes	uncultured	Ambiguous_taxa	-	-	1	1	0	100	0	1	-
drought	Armatimonadetes	uncultured	unculturedbacterium	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Armatimonadetes	uncultured	unidentified	-	-	4	2	2	50	50	1	-
drought	Armatimonadetes	uncultured	Ambiguous_taxa	unidentified	-	1	1	0	100	0	1	-
drought	Armatimonadetes	uncultured	unculturedbacterium	unidentified	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Armatimonadetes	uncultured	unidentified	unidentified	-	4	2	2	50	50	1	-
drought	Armatimonadetes	uncultured	Ambiguous_taxa	unidentified	unidentified	1	1	0	100	0	1	-
drought	Armatimonadetes	uncultured	unculturedbacterium	unidentified	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Armatimonadetes	uncultured	unidentified	unidentified	unidentified	4	2	2	50	50	1	-
drought	unidentified	unidentified	-	-	-	17	6	11	35.2941176470588	64.7058823529412	0.332305908203125	-
drought	unidentified	unidentified	unidentified	-	-	17	6	11	35.2941176470588	64.7058823529412	0.332305908203125	-
drought	unidentified	unidentified	unidentified	unidentified	-	17	6	11	35.2941176470588	64.7058823529412	0.332305908203125	-
drought	unidentified	unidentified	unidentified	unidentified	unidentified	17	6	11	35.2941176470588	64.7058823529412	0.332305908203125	-
drought	Entotheonellaeota	Entotheonellia	-	-	-	10	4	6	40	60	0.75390625	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	-	-	10	4	6	40	60	0.75390625	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	-	10	4	6	40	60	0.75390625	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	CandidatusEntotheonella	2	0	2	0	100	0.5	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	unculturedbacterium	5	3	2	60	40	1	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultureddeltaproteobacterium	1	0	1	0	100	1	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	unculturedmicroorganism	1	0	1	0	100	1	-
drought	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	unidentified	1	1	0	100	0	1	-
drought	Nitrospirae	Nitrospira	-	-	-	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Nitrospirae	Nitrospira	Nitrospirales	-	-	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	-	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
drought	Rokubacteria	NC10	-	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Rokubacteria	NC10	Rokubacteriales	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Rokubacteria	NC10	Rokubacteriales	Ambiguous_taxa	-	1	0	1	0	100	1	-
drought	Rokubacteria	NC10	Rokubacteriales	unculturedbacterium	-	1	0	1	0	100	1	-
drought	Rokubacteria	NC10	Rokubacteriales	unidentified	-	1	1	0	100	0	1	-
drought	Rokubacteria	NC10	Rokubacteriales	Ambiguous_taxa	unidentified	1	0	1	0	100	1	-
drought	Rokubacteria	NC10	Rokubacteriales	unculturedbacterium	unidentified	1	0	1	0	100	1	-
drought	Rokubacteria	NC10	Rokubacteriales	unidentified	unidentified	1	1	0	100	0	1	-
drought	Deinococcus-Thermus	Deinococci	-	-	-	2	0	2	0	100	0.5	-
drought	Deinococcus-Thermus	Deinococci	Deinococcales	-	-	2	0	2	0	100	0.5	-
drought	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	-	2	0	2	0	100	0.5	-
drought	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	2	0	2	0	100	0.5	-
drought	Elusimicrobia	LineageIIa	-	-	-	1	1	0	100	0	1	-
drought	Elusimicrobia	LineageIIa	unidentified	-	-	1	1	0	100	0	1	-
drought	Elusimicrobia	LineageIIa	unidentified	unidentified	-	1	1	0	100	0	1	-
drought	Elusimicrobia	LineageIIa	unidentified	unidentified	unidentified	1	1	0	100	0	1	-
drought	Elusimicrobia	LineageIIb	-	-	-	1	0	1	0	100	1	-
drought	Elusimicrobia	LineageIIb	unculturedsoilbacterium	-	-	1	0	1	0	100	1	-
drought	Elusimicrobia	LineageIIb	unculturedsoilbacterium	unidentified	-	1	0	1	0	100	1	-
drought	Elusimicrobia	LineageIIb	unculturedsoilbacterium	unidentified	unidentified	1	0	1	0	100	1	-
drought	Fibrobacteres	Fibrobacteria	-	-	-	1	1	0	100	0	1	-
drought	Fibrobacteres	Fibrobacteria	Fibrobacterales	-	-	1	1	0	100	0	1	-
drought	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	-	1	1	0	100	0	1	-
drought	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possiblegenus04	1	1	0	100	0	1	-
