"OTU"	"Bastida_F_2017_1"	"Bastida_F_2017_2"	"Bouskill_N_2013_1"	"Bouskill_N_2013_2"	"Fernamdes_V_2018_1"	"Fernamdes_V_2018_2"	"Zhang_K_2016"	"Freq"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"Otu1573"	-0.0876700143752565	0.764793558761361	NA	NA	1.11428537924947	-0.906540133214524	NA	4	0.884868790421051	0.221217197605263	1
"Otu158"	0.175199417306824	0.500369184475069	-0.689619437518111	NA	0.0394842592576842	-0.939406008786291	-0.246797124857763	6	-1.16076971012259	-0.193461618353765	-1
"Otu1581"	NA	NA	-2.27939540800332	-1.02449667121417	NA	NA	-1.91539268569896	3	-5.21928476491645	-1.73976158830548	-1
"Otu1584"	-0.480776588311123	0.636721097903675	NA	NA	-0.689878056382941	NA	NA	3	-0.533933546790389	-0.17797784893013	-1
"Otu1589"	-2.24835486081358	-0.707375050914413	NA	NA	NA	-0.658323053502291	0.332835861781801	4	-3.28121710344848	-0.820304275862121	-1
"Otu1592"	NA	NA	-1.07840974302491	NA	-0.00764080776304428	0.896809671616919	0.0552608535412653	4	-0.13398002562977	-0.0334950064074425	-1
"Otu1598"	NA	NA	1.09149345797368	NA	1.68454868224876	1.01208012429692	0.216840341443654	4	4.00496260596301	1.00124065149075	1
"Otu16"	0.135851332060332	0.0842581212512157	0.458543781905131	NA	0.148216119640443	-0.133286277646357	-0.700597374552363	6	-0.00701429734159831	-0.00116904955693305	-1
"Otu160"	0.8147999687123	-0.99019020093504	-1.79564526640727	NA	0.637595476916348	1.50499519499279	-0.462760850950003	6	-0.291205677670875	-0.0485342796118125	-1
"Otu1603"	NA	-1.12855215208063	-2.52773974351177	NA	0.794588381408693	0.158451362114007	NA	4	-2.7032521520697	-0.675813038017425	-1
"Otu1605"	0.0367112193162991	-1.73577941298496	NA	NA	NA	-0.717840471655142	-0.988124046383712	4	-3.40503271170751	-0.851258177926879	-1
"Otu1609"	-0.633483514235411	1.1175007948625	2.224789023829	NA	1.19123230911691	-0.569268714068138	NA	5	3.33076989950486	0.666153979900972	1
"Otu161"	-1.43328332232285	-1.15066812021036	NA	0.413518620428933	NA	NA	0.82038072323154	4	-1.35005209887274	-0.337513024718184	-1
"Otu1611"	0.906348949840103	0.0961769901739484	NA	NA	NA	0.0276942787729942	NA	3	1.03022021878705	0.343406739595682	1
"Otu1614"	0.423665041878387	-0.316863553759615	NA	NA	NA	NA	-0.418017433145317	3	-0.311215945026545	-0.103738648342182	-1
"Otu162"	-0.431955168608573	-0.384483736674426	-0.373916605912471	NA	0.545108650565103	-0.28632635475302	1.35335448406465	6	0.421781268681263	0.0702968781135439	1
"Otu1621"	NA	NA	1.09277161249307	NA	-0.917763665352347	-0.673055672371438	NA	3	-0.498047725230715	-0.166015908410238	-1
"Otu1625"	NA	NA	NA	NA	0.122193942954401	-0.97101849247789	-0.531905899865504	3	-1.38073044938899	-0.460243483129664	-1
"Otu1626"	NA	NA	-2.48931010043632	NA	-0.182551676794708	-0.895255211267379	NA	3	-3.56711698849841	-1.18903899616614	-1
"Otu163"	NA	NA	NA	-1.11478171763041	-3.05610842437019	-1.2716981170147	0.703299077051804	4	-4.7392891819635	-1.18482229549087	-1
"Otu1631"	NA	-0.880741941031266	NA	NA	NA	-0.0440857740070073	1.24946104140751	3	0.324633326369237	0.108211108789746	1
"Otu1639"	1.05771125924839	0.0424990196801518	NA	NA	NA	NA	0.216840340602585	3	1.31705061953113	0.439016873177042	1
"Otu1643"	-0.196014850429828	0.425646925798403	-0.640844202866765	NA	-0.370139812068137	-0.43252678494976	-0.531905899865504	6	-1.74578462438159	-0.290964104063598	-1
"Otu1647"	-0.596483165217915	-0.215083860392069	0.327268329989732	NA	0.729646113178667	0.308478467676243	NA	5	0.553825885234658	0.110765177046932	1
"Otu165"	NA	NA	0.327268329989731	NA	NA	-2.54921155944164	0.524518498280615	3	-1.69742473117129	-0.565808243723765	-1
"Otu1656"	0.798236310227568	-1.41776542055917	NA	NA	NA	NA	-1.13304569582126	3	-1.75257480615286	-0.584191602050954	-1
"Otu1658"	-0.445150347731682	0.115739898844743	-0.790158482625681	NA	0.336927140060744	-0.315344181980476	-0.578674818915355	6	-1.67666079234771	-0.279443465391285	-1
"Otu166"	-0.0817623091368943	0.396442141640863	NA	NA	NA	-0.163181937122529	0.484287306226857	4	0.635785201608297	0.158946300402074	1
"Otu1661"	-0.1636864158703	-0.594968528063209	NA	NA	NA	NA	-0.680623755404766	3	-1.43927869933828	-0.479759566446092	-1
"Otu1663"	NA	NA	-3.67888417198259	NA	-1.50991378262381	-1.20699006194738	-2.36274465266852	4	-8.7585326692223	-2.18963316730557	-1
"Otu1666"	0.552656280607079	0.00878617145717096	NA	NA	NA	NA	-0.924580558597361	3	-0.363138106533111	-0.121046035511037	-1
"Otu1668"	NA	0.626206784929113	0.294594867018338	NA	-0.646568917336013	0.0248318005688017	NA	4	0.29906453518024	0.0747661337950599	1
"Otu167"	0.109270511384609	0.4636123145887	-1.39852798833102	NA	-0.302700082022925	-1.15005090550705	1.63476956651834	6	-0.643626583369346	-0.107271097228224	-1
"Otu1670"	-1.39504557392316	0.144336612925199	NA	NA	NA	NA	-0.122607182399672	3	-1.37331614339763	-0.457772047799211	-1
"Otu1673"	0.919018028573584	0.207342339554805	-2.02189318899922	0.296062748451057	-0.296472745243724	-0.236384074659845	-1.75241625615406	7	-2.8847431484774	-0.4121061640682	-1
"Otu1674"	NA	NA	NA	NA	-3.79886939698135	0.099079255475206	0.574619529448275	3	-3.12517061205787	-1.04172353735262	-1
"Otu1676"	NA	-1.99936282262924	-0.185975894467613	NA	0.785658825323014	-0.595984187918441	NA	4	-1.99566407969228	-0.49891601992307	-1
"Otu168"	-0.178916151511538	-0.610748554935735	NA	NA	-0.678965231469983	0.0498004355315582	-0.41443666019104	5	-1.83326616257674	-0.366653232515348	-1
"Otu1680"	-1.08861936131276	-0.384748776599519	NA	NA	0.638163865833383	0.0702708089220421	0.304914987532999	5	-0.460018475623855	-0.092003695124771	-1
"Otu1683"	NA	NA	NA	NA	-1.12090584391203	0.620626070607099	-0.924580558597361	3	-1.42486033190229	-0.474953443967431	-1
"Otu1687"	NA	NA	NA	NA	-0.154527071775087	2.01042848299359	1.30685653539925	3	3.16275794661775	1.05425264887258	1
"Otu169"	-0.837310582877891	-0.0527042643835473	-3.08301437659951	-0.115560386565606	NA	-0.91100933387903	-1.56887700880021	6	-6.56847595310579	-1.0947459921843	-1
"Otu1690"	NA	-0.413696478856785	NA	NA	0.241628819994173	-0.717209275804442	0.0596449680772011	4	-0.829631966589853	-0.207407991647463	-1
"Otu1693"	0.455952347789183	0.339168410256445	NA	NA	NA	-0.874363749758557	0.524888799177322	4	0.445645807464393	0.111411451866098	1
"Otu1696"	-1.26629629438116	-0.686703668219996	NA	NA	NA	NA	-0.122607182399672	3	-2.07560714500083	-0.691869048333609	-1
"Otu17"	-0.11628811676944	-0.152128010544069	1.51270282980575	-0.0516702452691009	0.109455880110251	-0.984626972074446	0.46624907852577	7	0.783694443784715	0.111956349112102	1
"Otu170"	NA	NA	NA	NA	0.0626387831359645	-0.209814796989275	-0.638639861125213	3	-0.785815874978523	-0.261938624992841	-1
"Otu1700"	0.22723131105673	0.454325642666699	NA	NA	0.346963330118092	0.88582311206262	-0.356721497638975	5	1.55762189826517	0.311524379653033	1
"Otu1701"	-2.10862452829772	-0.241999394758222	2.4386055155391	NA	0.327490746505042	-0.456376320127802	-0.680623755404765	6	-0.721527736544367	-0.120254622757394	-1
"Otu1704"	NA	NA	NA	NA	-0.524336804142141	0.606426593327068	-0.825552162844009	3	-0.743462373659082	-0.247820791219694	-1
"Otu171"	0.0929539883581941	0.741923339821886	NA	NA	-0.311008872673439	-0.983834518163981	0.669641608619665	5	0.209675545962325	0.041935109192465	1
"Otu1712"	-0.281769561964759	-0.150869210358344	0.686037485238173	NA	-0.0396499123187998	-0.119071095555515	-0.280955734794755	6	-0.186278029754	-0.0310463382923333	-1
"Otu1716"	NA	NA	NA	NA	-0.165965604894236	1.03724208022138	-0.122607182399672	3	0.748669292927472	0.249556430975824	1
"Otu172"	-1.88378202930687	-0.0240632974682313	-0.439228335446378	NA	NA	1.1497604477968	0.438114215072684	5	-0.759198999351995	-0.151839799870399	-1
"Otu1720"	0.616538305266773	0.714500927413898	NA	NA	NA	NA	0.44431156513093	3	1.7753507978116	0.591783599270534	1
"Otu1721"	0.291061136309562	0.15378160218677	2.08268060909346	NA	NA	NA	NA	3	2.52752334758979	0.842507782529931	1
"Otu1722"	1.47062103077871	0.457288841566143	0.327268329989732	NA	NA	-1.08405720507521	0.108969351477589	5	1.28009034873696	0.256018069747393	1
"Otu1723"	0.269091108213311	0.905613475566861	2.25870276001214	NA	1.34056682966913	NA	0.803985935593584	5	5.57796010905503	1.11559202181101	1
"Otu173"	NA	NA	NA	NA	-1.67061626044802	-0.240897182148245	0.168985523455862	3	-1.7425279191404	-0.580842639713468	-1
"Otu1739"	0.338857894328896	0.432259852747552	NA	NA	NA	0.259906371081723	NA	3	1.03102411815817	0.343674706052724	1
"Otu174"	0.100008543351416	-0.361590627662166	-1.78145631438609	NA	0.294461988402098	0.383019052300094	0.431072104764563	6	-0.934485253230085	-0.155747542205014	-1
"Otu1743"	0.137823335020074	NA	NA	NA	1.26520496868042	0.238768130709093	1.74781240745072	4	3.38960884186031	0.847402210465077	1
"Otu1744"	-1.89005890529119	0.856004789379177	0.327268329989732	NA	NA	0.428493486510104	NA	4	-0.278292299412177	-0.0695730748530443	-1
"Otu1745"	0.525204933797252	0.917055145833141	0.327268329989731	NA	0.128536507159888	0.343473222833052	NA	5	2.24153813961306	0.448307627922613	1
"Otu1747"	NA	NA	NA	NA	-0.739016928769092	-0.663591627051355	-0.825552162844009	3	-2.22816071866446	-0.742720239554819	-1
"Otu1748"	NA	NA	-1.59435820737373	NA	0.577381151336726	NA	0.216840340602585	3	-0.800136715434419	-0.26671223847814	-1
"Otu175"	-0.0553834946704001	-0.949393448394404	NA	NA	NA	NA	1.04814636489662	3	0.043369421831816	0.0144564739439387	1
"Otu1750"	0.687100552618538	0.479348062411198	0.537552595266544	NA	-0.708909368684008	-1.03240847661452	0.304914987532999	6	0.267598352530751	0.0445997254217918	1
"Otu1752"	0.665914787823761	-0.895779756249046	NA	NA	1.29035882806972	-1.37566298374993	0.216840340602585	5	-0.0983287835029099	-0.019665756700582	-1
"Otu1756"	1.41005258282725	NA	-3.49291137354306	NA	-0.460163583148575	-0.600513473891952	NA	4	-3.14353584775634	-0.785883961939084	-1
"Otu1758"	0.131158625760772	-0.248754991084737	-2.13586475184299	NA	0.879332847013282	0.911336125589733	-0.122607182399672	6	-0.585399326963612	-0.0975665544939353	-1
"Otu176"	NA	NA	-0.179112852657375	NA	-0.000540764680125451	-0.297826228092364	2.08560264273259	4	1.60812279730273	0.402030699325681	1
"Otu1765"	1.35118040214072	0.552469888549426	-1.98182674933416	NA	0.680603001949734	-1.07312906673227	NA	5	-0.47070252342655	-0.0941405046853099	-1
"Otu1768"	NA	NA	NA	NA	-0.961206912134972	-0.912792256825009	0.604811815849099	3	-1.26918735311088	-0.423062451036961	-1
"Otu177"	0.549719321736431	-0.389313868551668	0.0382855282176618	NA	0.433887442034611	-0.614300474999507	0.91982776332395	6	0.938105711761479	0.156350951960246	1
"Otu1770"	0.515320886529899	0.468482764734437	NA	NA	NA	NA	-0.217906061040314	3	0.765897590224022	0.255299196741341	1
"Otu1772"	-0.638448791594815	NA	0.327268329989731	NA	-0.778338218139891	-1.00669438743813	0.0552608535412653	5	-2.04095221364184	-0.408190442728368	-1
"Otu1773"	NA	NA	0.327268329989732	NA	-0.781398546656173	-0.13518727490338	-0.792656667849609	4	-1.38197415941943	-0.345493539854858	-1
"Otu1774"	NA	1.58731526822972	NA	NA	-0.594512815310952	0.67264905209505	0.141468597716408	4	1.80692010273023	0.451730025682556	1
"Otu1775"	0.955966654251023	-0.872008312234682	1.43052683918458	NA	NA	-0.46070931915822	0.0552608535412653	5	1.10903671558397	0.221807343116793	1
"Otu178"	-0.494063278335407	0.0626886023342448	0.674712564508406	NA	-0.0179406419075788	0.198522128075791	-0.612000275994373	6	-0.188080901318917	-0.0313468168864862	-1
"Otu1781"	1.07219894595539	-0.653275951363258	NA	NA	-0.387869605758493	-0.318633701594892	NA	4	-0.287580312761253	-0.0718950781903133	-1
"Otu179"	0.101558284350154	-0.674971441933878	0.259500495938532	-0.467344844823904	0.454252629181296	0.74292954120804	0.515546328628981	7	0.931470992549221	0.133067284649889	1
"Otu1790"	0.662069266088499	-1.00585488142781	NA	NA	NA	NA	-1.1340002581661	3	-1.47778587350541	-0.49259529116847	-1
"Otu1791"	NA	1.35110128374292	NA	NA	NA	-0.9427891533465	-1.77114829752904	3	-1.36283616713262	-0.45427872237754	-1
"Otu1792"	NA	NA	NA	NA	-1.43581195053149	-1.24928635221531	-0.580348758015074	3	-3.26544706076187	-1.08848235358729	-1
"Otu1798"	NA	NA	NA	NA	-1.11805483316592	-0.269643649102142	-1.09669043613377	3	-2.48438891840183	-0.828129639467277	-1
"Otu18"	-0.359573754530252	-0.0530632398851675	-0.484136631669177	NA	-0.336047312414847	-1.17432564597045	0.900205390804484	6	-1.50694119366541	-0.251156865610902	-1
"Otu180"	-0.121802496112378	-0.174402745364364	-0.595835015611372	NA	-1.72335398707084	-0.677638406224211	0.122503877938213	6	-3.17052877244495	-0.528421462074159	-1
"Otu1800"	0.0609403081432671	-0.534982280892487	NA	NA	NA	NA	-0.122607182399672	3	-0.596649155148892	-0.198883051716297	-1
"Otu1802"	-0.738135259953417	-2.03862194027791	NA	NA	1.07296657390356	-0.829221703962831	0.475974505191213	5	-2.05703782509939	-0.411407565019877	-1
"Otu1807"	NA	NA	-1.33450590504827	NA	0.94013689438918	-0.835549021823623	-0.576532249824061	4	-1.80645028230677	-0.451612570576693	-1
"Otu181"	NA	NA	0.327268329989732	NA	-1.25913750258101	0.166818654192831	-0.729660413420499	4	-1.49471093181895	-0.373677732954737	-1
"Otu1815"	NA	NA	-1.66847308278445	NA	0.218714870608578	-0.803839933819228	0.204270861532134	4	-2.04932728446297	-0.512331821115741	-1
"Otu1817"	2.19617556902201	NA	1.03120973870456	NA	1.10847182995588	-0.925030130565214	NA	4	3.41082700711724	0.852706751779309	1
"Otu1818"	NA	NA	0.327268329989732	NA	0.420902289205721	-0.326367116245229	NA	3	0.421803502950224	0.140601167650075	1
"Otu1819"	0.568571020631561	0.40845918599506	NA	NA	NA	NA	0.0552608535412653	3	1.03229106016789	0.344097020055962	1
"Otu1827"	NA	NA	-0.903374505226344	1.49747422830701	-0.292133457413037	-0.535358044718348	NA	4	-0.233391779050719	-0.0583479447626798	-1
"Otu1829"	-0.45483274758341	-0.174888168203853	NA	NA	-0.425345851492265	0.0406154212047417	0.107803488877771	5	-0.906647857197015	-0.181329571439403	-1
"Otu183"	-0.294065162808372	-0.429386266039843	NA	NA	NA	NA	0.384110958916635	3	-0.33934046993158	-0.113113489977193	-1
"Otu1835"	NA	NA	NA	NA	0.391034835297508	0.276475677785235	0.216840341443654	3	0.884350854526397	0.294783618175466	1
"Otu1838"	-1.02977049853902	-0.495699504562288	NA	NA	NA	-0.19869156430042	NA	3	-1.72416156740173	-0.574720522467243	-1
"Otu184"	0.24741860414355	-0.234725556907613	NA	NA	0.31665375944742	-0.136929781310489	1.77504260877319	5	1.96745963414606	0.393491926829212	1
"Otu1840"	NA	NA	NA	NA	1.36659120251635	0.640846834766887	-0.122607182399672	3	1.88483085488357	0.628276951627855	1
"Otu1841"	-0.320950428312293	1.47357894624165	NA	NA	NA	0.083889293502248	NA	3	1.23651781143161	0.412172603810535	1
"Otu1842"	0.567826064175407	0.507847473008478	NA	NA	NA	NA	0.524805084278	3	1.60047862146188	0.533492873820628	1
"Otu1845"	0.586220856865175	0.851735171575649	-0.969036794681582	NA	NA	NA	NA	3	0.468919233759242	0.156306411253081	1
"Otu1848"	NA	NA	NA	NA	-1.45929628401254	0.752420984185069	-1.27144519165172	3	-1.97832049147919	-0.659440163826397	-1
"Otu185"	NA	NA	NA	NA	0.311439081418175	-0.473432344088156	0.722456066842412	3	0.560462804172431	0.186820934724144	1
"Otu1850"	NA	1.59981771662337	NA	NA	-0.5290147753483	-0.077995747387485	NA	3	0.992807193887585	0.330935731295862	1
"Otu1858"	0.480777853387903	NA	-2.32714304574285	NA	NA	NA	-0.578674818915355	3	-2.4250400112703	-0.808346670423434	-1
"Otu186"	-0.666460574201553	-0.0217868776362996	0.327268329989731	-0.480671194062395	-0.0530506748697812	-0.107159060118492	-0.309974136933429	7	-1.31183418783222	-0.187404883976031	-1
"Otu1866"	NA	NA	NA	NA	-0.0694922227342876	-0.487641627529849	-1.73349619746217	3	-2.29063004772631	-0.763543349242102	-1
"Otu1868"	NA	NA	NA	NA	0.795000183928987	-0.461518907981728	0.325077371168648	3	0.658558647115907	0.219519549038636	1
"Otu1869"	NA	NA	-0.880195232625508	NA	-3.31920052912576	-0.34625959536103	NA	3	-4.5456553571123	-1.51521845237077	-1
"Otu1873"	NA	NA	2.26984849808794	NA	NA	-0.326808533945394	-0.924580558597361	3	1.01845940554518	0.339486468515062	1
"Otu1875"	NA	NA	NA	NA	0.687077419668322	-0.161292807693836	-0.122607182399672	3	0.403177429574814	0.134392476524938	1
"Otu1876"	-0.245584690514596	0.0908612098042652	2.23185084480242	NA	NA	NA	-0.122607182399672	4	1.95452018169242	0.488630045423104	1
"Otu1878"	0.231106727284146	-0.45692538588647	1.8959550496538	NA	NA	0.27742662009291	-0.825552162844009	5	1.12201084830038	0.224402169660075	1
"Otu188"	-0.364280454879131	-0.0497261478187542	NA	NA	NA	NA	-0.152726977467	3	-0.566733580164885	-0.188911193388295	-1
"Otu1881"	0.277714372551788	-0.627373515642895	NA	NA	-1.03101770271533	0.711307098395912	-0.364706788047492	5	-1.03407653545802	-0.206815307091603	-1
"Otu1885"	NA	NA	-0.792760264295489	NA	-0.862374321118336	-0.224562456800588	NA	3	-1.87969704221441	-0.626565680738138	-1
"Otu1887"	NA	NA	NA	NA	-0.0312096670016073	0.399613762279004	2.49175659167263	3	2.86016068695003	0.953386895650009	1
"Otu1889"	NA	NA	-1.386591720018	NA	0.370232896267449	-1.16590144521328	0.141468597716408	4	-2.04079167124742	-0.510197917811856	-1
"Otu189"	0.360883693144179	0.0748391445023396	-0.510824238745588	0.132033496113623	NA	NA	2.03519574217089	5	2.09212783718544	0.418425567437089	1
"Otu1895"	-1.11010256950783	0.0986269006522448	NA	-0.0122369798968434	NA	NA	NA	3	-1.02371264875243	-0.341237549584143	-1
"Otu19"	NA	0.234655995899855	NA	NA	-3.70156402816518	0.135141482171714	0.0903787172840495	4	-3.24138783280956	-0.81034695820239	-1
"Otu190"	1.4075446043303	0.125127092866363	NA	NA	NA	NA	0.367230544558431	3	1.89990224175509	0.633300747251698	1
"Otu1903"	-0.151278041745442	0.225729659807684	NA	-0.974645071829262	NA	NA	NA	3	-0.90019345376702	-0.300064484589007	-1
"Otu1917"	-0.245813012606442	0.383296539599194	-1.59435820737373	NA	NA	NA	-0.581427858641214	4	-2.03830253902219	-0.509575634755548	-1
"Otu192"	-0.72326726805445	0.0627412921675898	0.583788963675908	NA	-0.195986900904809	0.512936445322778	-0.653928884417405	6	-0.413716352210388	-0.068952725368398	-1
"Otu1920"	NA	0.913604096043312	NA	-0.432959329685771	NA	NA	0.255827023578499	3	0.73647178993604	0.245490596645347	1
"Otu1922"	-0.82911274221596	0.507922747718746	-3.5997567668817	NA	0.835286178461452	-1.351044850877	NA	5	-4.43670543379446	-0.887341086758892	-1
"Otu1923"	NA	NA	NA	NA	-0.823411257371494	-0.342401752116588	0.604811815849099	3	-0.561001193638983	-0.187000397879661	-1
"Otu193"	0.273173493074261	-1.3807393212549	0.32648427556879	NA	0.336352156070342	0.468714209638298	1.34277174622925	6	1.36675655932604	0.227792759887674	1
"Otu1931"	-1.15004711708042	-1.64071483607851	2.65309880042968	NA	-1.69140615560845	-0.90023467371665	NA	5	-2.72930398205435	-0.54586079641087	-1
"Otu1934"	-1.21014345787149	0.392155282585678	-2.58577279018667	NA	-1.60798505076682	0.0361047319276087	NA	5	-4.97564128431169	-0.995128256862339	-1
"Otu1935"	0.00838241556533522	0.530125269798374	NA	NA	NA	0.0715655841269432	NA	3	0.610073269490652	0.203357756496884	1
"Otu1938"	NA	NA	NA	NA	0.481957028146379	0.683136128287319	0.102535626123508	3	1.26762878255721	0.422542927519069	1
"Otu194"	NA	NA	NA	NA	0.121294391210719	1.04888779670034	-1.0060988599989	3	0.164083327912159	0.0546944426373863	1
"Otu1940"	NA	NA	NA	NA	-0.183478412181316	-1.0630481539957	0.216840341443654	3	-1.02968622473336	-0.343228741577787	-1
"Otu1941"	NA	NA	NA	-0.157795204023084	0.602066946696268	-0.17367608122503	NA	3	0.270595661448154	0.0901985538160514	1
"Otu1944"	-0.122552866186907	0.470232891887051	-2.31795586313115	NA	NA	NA	NA	3	-1.97027583743101	-0.656758612477002	-1
"Otu1946"	NA	NA	NA	NA	-3.42814275506291	0.949341296960112	1.29880976735409	3	-1.17999169074871	-0.393330563582903	-1
"Otu1947"	0.290050068965372	-0.509069907733906	-2.40576128984955	NA	NA	-1.48335094531365	NA	4	-4.10813207393173	-1.02703301848293	-1
"Otu1949"	NA	NA	0.327268329989731	NA	-0.198320157704094	-0.462457752651252	NA	3	-0.333509580365615	-0.111169860121872	-1
"Otu195"	NA	NA	-0.502076591104483	NA	-0.242897460107548	0.681806213142646	0.984783244271752	4	0.921615406202367	0.230403851550592	1
"Otu1952"	1.8351801731206	NA	-0.43944529010093	-0.0122319203054223	NA	-1.13836827326799	NA	4	0.245134689446258	0.0612836723615644	1
"Otu1956"	1.63825023728059	-1.11885508193884	NA	NA	-1.02922504897311	0.790055259855745	-0.576532248440349	5	-0.296306882215964	-0.0592613764431928	-1
"Otu196"	0.0839888009244802	0.00426262624897649	NA	NA	NA	NA	0.375143405097178	3	0.463394832270635	0.154464944090212	1
"Otu1966"	NA	-1.63190340508818	NA	NA	-0.65209925420352	-0.675612410225143	NA	3	-2.95961506951684	-0.986538356505614	-1
"Otu1968"	0.231584815844156	1.33075759391851	NA	NA	-0.103968694155673	-0.697688462762886	NA	4	0.760685252844107	0.190171313211027	1
"Otu197"	-1.41782903446751	-0.00358251966880693	NA	NA	NA	NA	0.132330715679951	3	-1.28908083845637	-0.429693612818789	-1
"Otu1970"	NA	2.42061162125177	NA	NA	NA	-1.93795930487994	-0.122607182399672	3	0.360045133972158	0.120015044657386	1
"Otu199"	NA	0.205891163293797	NA	NA	0.100732533979772	-0.126985798635106	-0.10898238304671	4	0.070655515591753	0.0176638788979382	1
"Otu1990"	NA	NA	0.327268329989732	NA	0.313311826412623	-0.814699251826007	NA	3	-0.174119095423652	-0.0580396984745507	-1
"Otu1993"	1.21250657864646	0.200430376873046	NA	NA	NA	-1.04124281131491	0.0552608535412653	4	0.426954997745861	0.106738749436465	1
"Otu1995"	-0.499039303050947	-0.143930565965687	NA	NA	0.170350055595645	-1.11330762517927	NA	4	-1.58592743860026	-0.396481859650065	-1
"Otu200"	2.57927815890936	-0.176120662183452	NA	NA	-4.97227300471232	-1.34650980128583	1.40139257638242	5	-2.51423273288982	-0.502846546577964	-1
"Otu2001"	0.451335370401391	0.711461873631115	-1.54319368848917	NA	0.482792585986691	-1.2338551707526	NA	5	-1.13145902922257	-0.226291805844515	-1
"Otu2002"	0.067748077878244	-0.47458245768918	NA	NA	-0.342708262321889	-0.407250897636735	NA	4	-1.15679353976956	-0.28919838494239	-1
"Otu2003"	-0.16072512432949	0.361952097130343	NA	NA	-0.277647098065864	-0.244924162270622	NA	4	-0.321344287535633	-0.0803360718839083	-1
"Otu2008"	0.50381287261604	-0.527379023315488	NA	NA	-0.166622275073882	-0.515256092245185	NA	4	-0.705444518018515	-0.176361129504629	-1
"Otu201"	-0.0720296672189975	0.417248077219525	-0.889811105912761	NA	1.15210114191363	-0.828463179154525	0.901221716373566	6	0.680266983220437	0.11337783053674	1
"Otu2017"	-0.56836985206622	-0.571624400587823	3.18683724068486	NA	-0.194160604329155	0.290173924391872	NA	5	2.14285630809353	0.428571261618707	1
"Otu202"	0.798379755240924	0.191979328358733	NA	NA	-0.0421300591960194	-0.207878264387552	-0.144815391088089	5	0.595535368927997	0.119107073785599	1
"Otu2023"	-0.750302586478105	0.280300445719174	0.414828184554842	NA	-0.0713173624178899	-0.445884168484421	-0.924580558597361	6	-1.49695604570376	-0.24949267428396	-1
"Otu2024"	NA	NA	NA	NA	0.928312558804308	0.298824580889836	0.141468587685086	3	1.36860572737923	0.45620190912641	1
"Otu203"	2.00514341515047	-0.369183624648719	-0.502772055923613	NA	-0.160210826067096	-0.635335049876367	1.43696491946521	6	1.77460677809989	0.295767796349981	1
"Otu2030"	NA	1.7631862652193	-1.98182674933416	NA	NA	-1.22010955716763	NA	3	-1.43875004128249	-0.479583347094163	-1
"Otu2031"	0.02746815510896	-0.0790184063579516	NA	NA	NA	1.3246366845618	NA	3	1.27308643331281	0.424362144437603	1
"Otu204"	-0.0453934261167463	-0.213275077760038	0.379613785561448	NA	0.340915695494141	-0.721426076970518	3.08583458765691	6	2.8262694878652	0.471044914644199	1
"Otu2041"	NA	NA	NA	NA	-0.277757985847693	-0.880055300996519	-1.77072043973756	3	-2.92853372658177	-0.976177908860591	-1
"Otu2045"	-0.296792546957078	0.472053435171161	0.543526301780564	NA	0.178749440961318	-0.133225691647812	-0.286974964925769	6	0.477335974382384	0.0795559957303973	1
"Otu2047"	NA	1.08540556109798	-3.46511160878164	NA	0.375277959048032	-1.25729649033035	NA	4	-3.26172457896598	-0.815431144741494	-1
"Otu205"	-1.04960566695555	0.935378408644721	0.320992761373906	NA	1.45159819602862	0.120436164724122	-1.7149398352338	6	0.063860028582019	0.0106433380970032	1
"Otu2056"	-0.890653702935111	0.415696910497367	NA	NA	0.660419437365165	-0.0225948314483847	-0.122607182399672	5	0.0402606310793642	0.00805212621587285	1
"Otu206"	1.17623785662064	-0.702205481109681	-3.38452265939677	NA	-0.354609170661837	-0.228257967858462	0.883129901808244	6	-2.61022752059787	-0.435037920099644	-1
"Otu2061"	-1.04051015696186	-0.157744667671808	1.47559870105934	-0.445039246474059	0.70203079518305	-0.951139244658244	NA	6	-0.416803819523581	-0.0694673032539301	-1
"Otu2069"	NA	NA	-0.43944529010093	NA	1.77705427259815	-0.341359016869148	NA	3	0.996249965628072	0.332083321876024	1
"Otu207"	-0.337089590547746	-0.88217027302056	-1.39852798833102	NA	0.0551841154056027	0.646047928307495	0.21999914413666	6	-1.69655666404957	-0.282759444008261	-1
"Otu2073"	0.627944129344286	0.414546985527788	-0.755644847499331	NA	0.41243651509712	-0.910487790984043	NA	5	-0.21120500851418	-0.042241001702836	-1
"Otu2075"	1.08680973109656	-0.377178389348638	-1.12462431941447	NA	NA	-0.0520057806579758	NA	4	-0.466998758324524	-0.116749689581131	-1
"Otu208"	-0.42500506550126	0.275068054296283	NA	NA	NA	NA	0.237341750823496	3	0.087404739618519	0.029134913206173	1
"Otu2083"	NA	0.914006119186595	NA	NA	0.231038166895614	-0.0763205625159892	NA	3	1.06872372356622	0.35624124118874	1
"Otu2087"	0.677935471514641	0.0953064500524299	0.327268329989732	NA	0.0173210668187929	0.440404276545981	NA	5	1.55823559492158	0.311647118984315	1
"Otu2088"	0.650657657032313	0.643521184984509	0.327268329989732	NA	NA	0.0264467975389263	NA	4	1.64789396954548	0.41197349238637	1
