"OTU"	"Leff_W_2015_1"	"Leff_W_2015_2"	"Leff_W_2015_3"	"Leff_W_2015_4"	"Leff_W_2015_5"	"Leff_W_2015_6"	"Freq"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"Otu1110"	-0.223009948963434	0.396324303698904	-1.39362456564048	NA	2.74413201528722	-0.480241391006956	5	1.04358041337525	0.208716082675051	1
"Otu11114"	NA	-0.893735248623805	NA	0.193531452359467	NA	0.392293461663888	3	-0.30791033460045	-0.10263677820015	-1
"Otu11117"	NA	0.173852390688051	NA	0.978467108337821	-0.225825316565513	NA	3	0.926494182460359	0.308831394153453	1
"Otu1119"	1.15147099984904	NA	0.349879021573697	NA	3.31668956948363	-1.30249491825541	4	3.51554467265096	0.878886168162739	1
"Otu112"	0.96313374363619	-0.152838368117632	-0.0213377943169633	0.546149557160849	-0.232024269664943	-0.927593830163064	6	0.175489038534437	0.0292481730890728	1
"Otu1124"	NA	NA	0.441977507815625	0.356658324057616	-1.30503905503242	NA	3	-0.506403223159179	-0.168801074386393	-1
"Otu11258"	0.186383229109096	2.07986872978361	NA	NA	2.94603709368168	0.228056499229722	4	5.44034555180411	1.36008638795103	1
"Otu113"	0.0033371728292774	-0.645989340987472	-1.19289255479414	0.841386603077287	-0.0407796701587976	-0.277334853256929	6	-1.31227264329077	-0.218712107215129	-1
"Otu1131"	-1.80182435762221	NA	-1.00235120270877	NA	NA	0.0721222134603259	3	-2.73205334687065	-0.910684448956885	-1
"Otu1135"	0.503442765146987	NA	-0.0203474342768285	0.961883816510089	-1.39373455975023	-0.658728092140162	5	-0.607483504510144	-0.121496700902029	-1
"Otu1137"	NA	-0.190616789301336	NA	NA	3.07341910227447	0.348746642627169	3	3.2315489556003	1.0771829852001	1
"Otu1138"	-0.243734437036843	NA	0.0569340301356946	NA	NA	-1.40952128644091	3	-1.59632169334206	-0.532107231114019	-1
"Otu1139"	0.0854857203737737	NA	-1.37866882225933	NA	-1.49469270472379	NA	3	-2.78787580660935	-0.929291935536449	-1
"Otu114"	0.260444828915108	NA	-0.633920794053518	1.39719985078866	-0.189838232429991	NA	4	0.833885653220259	0.208471413305065	1
"Otu1141"	1.09414598793593	NA	-1.85485520786048	-3.49972301196671	NA	NA	3	-4.26043223189126	-1.42014407729709	-1
"Otu1143"	-0.050152549118753	NA	NA	-3.33777299138667	0.172863693342231	NA	3	-3.21506184716319	-1.07168728238773	-1
"Otu1146"	NA	2.23364607772982	-0.0835880134823723	3.4343345876564	NA	1.97001606534681	4	7.55440871725066	1.88860217931266	1
"Otu1150"	-0.39766298097067	NA	1.48761563815117	0.122649014197788	1.14531371161854	NA	4	2.35791538299683	0.589478845749207	1
"Otu1154"	-0.170844661551649	-1.14619833343482	NA	NA	0.758685554736509	NA	3	-0.55835744024996	-0.186119146749987	-1
"Otu1158"	-0.147566791592132	NA	-0.382348369658337	NA	NA	2.10180098149686	3	1.57188582024639	0.52396194008213	1
"Otu1161"	-1.89915586312363	NA	NA	0.0984753770468727	-0.640096201466855	NA	3	-2.44077668754361	-0.813592229181204	-1
"Otu1166"	NA	0.784822542554778	1.24968027152253	0.300483568814048	-0.89127812410577	-2.41747962816558	5	-0.973771369379994	-0.194754273875999	-1
"Otu1167"	1.07964078717617	NA	NA	0.0777117879634766	-0.298781779425774	NA	3	0.858570795713873	0.286190265237957	1
"Otu11720"	1.22156176263979	NA	-0.0963340082228891	0.809043306623049	NA	NA	3	1.93427106103995	0.64475702034665	1
"Otu118"	-0.673503777371571	-0.344359055056683	2.26459571374795	0.497595883204103	2.65592836270737	-0.854398135813565	6	3.5458589914176	0.590976498569601	1
"Otu1181"	NA	0.789739451460837	0.235835637848792	-1.62889076107125	1.57021447240219	NA	4	0.966898800640569	0.241724700160142	1
"Otu1187"	-1.40677493988352	NA	-0.479320370094968	-0.67315555572328	NA	-0.791605935875205	4	-3.35085680157697	-0.837714200394243	-1
"Otu119"	-0.19301680304953	NA	-0.884378301042762	0.174427501617955	0.738501422514288	-0.401753466591303	5	-0.566219646551352	-0.11324392931027	-1
"Otu1192"	1.07706492756281	NA	0.76931875360706	NA	0.690174531799239	-1.67142146245052	4	0.865136750518589	0.216284187629647	1
"Otu1194"	-0.716322722027811	NA	NA	-1.58497018363245	1.60535494592967	NA	3	-0.695937959730591	-0.231979319910197	-1
"Otu1198"	0.178548766040325	NA	-0.179947379008259	0.406778100080215	0.0210825711322001	NA	4	0.426462058244481	0.10661551456112	1
"Otu12"	-1.28116923326869	NA	-0.754626607631417	-0.143770412687625	-0.541216064675606	NA	4	-2.72078231826334	-0.680195579565834	-1
"Otu120"	0.980942600863334	1.37900299829742	0.481881615947315	-1.1404973585817	NA	-0.111080840542848	5	1.59024901598352	0.318049803196704	1
"Otu1202"	NA	NA	NA	-0.239810990642615	0.565550128024407	-1.41916127581697	3	-1.09342213843518	-0.364474046145059	-1
"Otu12028"	-0.731226805323817	NA	NA	0.797850892598104	-0.289495624829021	-0.313090481866074	4	-0.535962019420808	-0.133990504855202	-1
"Otu1204"	-0.479954462580981	-0.536976089601373	NA	NA	-1.0210784105655	0.176613098451834	4	-1.86139586429602	-0.465348966074005	-1
"Otu1207"	-0.581366885140191	NA	NA	NA	-1.65930397079838	-0.646349854310558	3	-2.88702071024913	-0.96234023674971	-1
"Otu121"	-0.577079801158394	-1.15253946927825	-0.929703425085012	0.478493539030841	-0.0572158529956427	0.400219749992787	6	-1.83782525949367	-0.306304209915612	-1
"Otu1212"	-0.227940404819765	1.04140715012496	NA	-0.598116516324125	-0.29108424026469	NA	4	-0.07573401128362	-0.018933502820905	-1
"Otu12142"	NA	NA	1.21262504762377	2.28011816243218	0.0253033202425769	NA	3	3.51804653029853	1.17268217676618	1
"Otu12158"	NA	NA	NA	2.06432793751005	0.13439858338103	-1.20364507145013	3	0.99508144944095	0.331693816480317	1
"Otu12169"	1.44930197014203	NA	NA	-0.556990292902695	0.890830448885365	NA	3	1.7831421261247	0.594380708708233	1
"Otu1219"	-0.511487391602417	NA	-0.803948307765503	0.516173567634934	NA	NA	3	-0.799262131732986	-0.266420710577662	-1
"Otu122"	0.140143056588731	-4.40738961773758	0.288503859955561	1.2376272954298	-0.0467863452848269	NA	5	-2.78790175104832	-0.557580350209663	-1
"Otu1223"	NA	-0.313256337045648	NA	0.0198234118133354	2.40958177169737	NA	3	2.11614884646506	0.705382948821686	1
"Otu1225"	-1.86262020606904	NA	-0.362258965013788	-0.613378976933464	NA	-1.4138330791722	4	-4.25209122718849	-1.06302280679712	-1
"Otu12250"	NA	NA	NA	1.61528356974991	0.194748525687367	0.388052096553042	3	2.19808419199032	0.73269473066344	1
"Otu123"	0.692884069541615	-0.65191272845644	0.476759857477506	-0.351928747535905	0.301975595868311	-0.578026180306971	6	-0.110248133411884	-0.0183746889019807	-1
"Otu1230"	-2.11898634213889	1.5589029802476	-0.428604644729736	1.02296407857906	1.09525283907356	-0.429402636970491	6	0.700126274061103	0.116687712343517	1
"Otu1236"	0.195860430768856	0.111272589767257	NA	0.640593234007542	NA	0.158016329742233	4	1.10574258428589	0.276435646071472	1
"Otu1237"	NA	-2.14138754999556	-0.831402270820523	-1.26344052334151	1.45440657411432	-0.836089455831937	5	-3.61791322587521	-0.723582645175042	-1
"Otu12388"	-0.410374975094458	NA	0.171682560920269	-0.503390432647846	NA	NA	3	-0.742082846822035	-0.247360948940678	-1
"Otu12398"	NA	NA	-0.19195092358612	0.902204184845964	-0.117587542743807	-1.66047923629188	4	-1.06781351777584	-0.266953379443961	-1
"Otu124"	0.416020792505605	NA	NA	0.255423885118043	1.04535209803181	NA	3	1.71679677565546	0.572265591885153	1
"Otu1244"	-0.0657627758957653	NA	NA	0.929489963001436	0.121180774005158	1.90947239173992	4	2.89438035285075	0.723595088212687	1
"Otu1245"	0.0659283626830232	NA	-3.06524989458907	-0.162086242358165	-0.585547888670737	-1.30354697467918	5	-5.05050263761413	-1.01010052752283	-1
"Otu12517"	0.485162333577787	0.908628974211268	-1.23027645594337	-0.0836263164897686	0.751605855576334	-0.959908431413072	6	-0.128414040480822	-0.021402340080137	-1
"Otu12520"	NA	NA	0.263625277944225	NA	1.1008963969319	0.0698955676650647	3	1.43441724254119	0.478139080847063	1
"Otu1256"	0.683719873205177	NA	NA	1.40071701586555	0.2540573189344	0.0428110759243645	4	2.38130528392949	0.595326320982373	1
"Otu1257"	NA	NA	NA	-1.48881243941849	-1.0539587310346	-1.07729662222498	3	-3.62006779267807	-1.20668926422602	-1
